Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,1.0,1.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:39.283000,0 days 00:01:42.275407407,1
VER,Red Bull Racing,2.0,2.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:41.119000,0 days 00:01:42.595962962,1
LEC,Ferrari,3.0,3.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:40.442000,0 days 00:01:42.731150943,2
BOT,Mercedes,20.0,4.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:39.715000,0 days 00:01:42.733784313,1
VET,Ferrari,4.0,5.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:40.128000,0 days 00:01:42.926307692,2
ALB,Red Bull Racing,5.0,6.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:42.219000,0 days 00:01:43.426867924,1
PER,Racing Point,10.0,7.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:42.639000,0 days 00:01:44.507846153,1
NOR,McLaren,6.0,8.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:43.026000,0 days 00:01:44.508346153,1
KVY,Toro Rosso,13.0,9.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:42.222000,0 days 00:01:44.492730769,1
SAI,McLaren,8.0,10.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:41.294000,0 days 00:01:44.302117647,2
RIC,Renault,7.0,11.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:41.190000,0 days 00:01:44.305039215,2
HUL,Renault,9.0,12.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:43.274000,0 days 00:01:44.649653846,1
RAI,Alfa Romeo Racing,17.0,13.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:43.142000,0 days 00:01:44.754115384,1
MAG,Haas F1 Team,14.0,14.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:43.790000,0 days 00:01:45.100942307,1
GRO,Haas F1 Team,15.0,15.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:43.666000,0 days 00:01:45.349961538,1
GIO,Alfa Romeo Racing,16.0,16.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:43.256000,0 days 00:01:45.226686274,2
RUS,Williams,18.0,17.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:43.074000,0 days 00:01:45.767576923,1
GAS,Toro Rosso,11.0,18.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:42.414000,0 days 00:01:44.815460,1
KUB,Williams,19.0,19.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:44.500000,0 days 00:01:46.384235294,1
STR,Racing Point,12.0,20.0,Abu Dhabi Grand Prix,Abu Dhabi,2019,0 days 00:01:43.326000,0 days 00:01:45.742571428,2
