Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
SAI,Ferrari,1.0,1.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:37.666000,0 days 00:01:39.672280701,1
NOR,McLaren,4.0,2.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:38.046000,0 days 00:01:39.669125,1
HAM,Mercedes,5.0,3.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:35.867000,0 days 00:01:39.168716981,2
LEC,Ferrari,3.0,4.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:38.275000,0 days 00:01:40.087421052,1
VER,Red Bull Racing,11.0,5.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:36.575000,0 days 00:01:39.585961538,1
GAS,Alpine,12.0,6.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:38.277000,0 days 00:01:40.488927272,1
PIA,McLaren,17.0,7.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:38.492000,0 days 00:01:40.546890909,1
PER,Red Bull Racing,13.0,8.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:37.108000,0 days 00:01:40.251792452,1
LAW,AlphaTauri,10.0,9.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:39.028000,0 days 00:01:40.962036363,1
MAG,Haas F1 Team,6.0,10.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:38.107000,0 days 00:01:40.542345454,2
ALB,Williams,14.0,11.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:37.342000,0 days 00:01:40.505781818,2
ZHO,Alfa Romeo,19.0,12.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:39.316000,0 days 00:01:41.078358490,2
HUL,Haas F1 Team,9.0,13.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:39.923000,0 days 00:01:41.293690909,1
SAR,Williams,18.0,14.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:38.531000,0 days 00:01:40.231410714,2
ALO,Aston Martin,7.0,15.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:36.456000,0 days 00:01:40.095215686,2
RUS,Mercedes,2.0,16.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:36.273000,0 days 00:01:39.374781818,2
BOT,Alfa Romeo,16.0,17.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:38.075000,0 days 00:01:40.908804878,1
OCO,Alpine,8.0,18.0,Singapore Grand Prix,Singapore,2023,0 days 00:01:39.930000,0 days 00:01:40.837500,1
TSU,AlphaTauri,15.0,19.0,Singapore Grand Prix,Singapore,2023,,,0
STR,Aston Martin,,,Singapore Grand Prix,Singapore,2023,,,0
