Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,4.0,1.0,Russian Grand Prix,Russia,2021,0 days 00:01:37.575000,0 days 00:01:40.223522727,2
VER,Red Bull Racing,20.0,2.0,Russian Grand Prix,Russia,2021,0 days 00:01:38.396000,0 days 00:01:40.985428571,2
SAI,Ferrari,2.0,3.0,Russian Grand Prix,Russia,2021,0 days 00:01:39.294000,0 days 00:01:41.082659090,2
RIC,McLaren,5.0,4.0,Russian Grand Prix,Russia,2021,0 days 00:01:39.124000,0 days 00:01:41.010767441,2
BOT,Mercedes,16.0,5.0,Russian Grand Prix,Russia,2021,0 days 00:01:38.216000,0 days 00:01:41.494952380,2
ALO,Alpine,6.0,6.0,Russian Grand Prix,Russia,2021,0 days 00:01:38.686000,0 days 00:01:41.316155555,2
NOR,McLaren,1.0,7.0,Russian Grand Prix,Russia,2021,0 days 00:01:37.423000,0 days 00:01:40.320250,2
RAI,Alfa Romeo Racing,13.0,8.0,Russian Grand Prix,Russia,2021,0 days 00:01:40.289000,0 days 00:01:41.614886363,2
PER,Red Bull Racing,8.0,9.0,Russian Grand Prix,Russia,2021,0 days 00:01:39.215000,0 days 00:01:41.061933333,2
RUS,Williams,3.0,10.0,Russian Grand Prix,Russia,2021,0 days 00:01:40.596000,0 days 00:01:41.779488888,2
STR,Aston Martin,7.0,11.0,Russian Grand Prix,Russia,2021,0 days 00:01:40.464000,0 days 00:01:41.696222222,2
VET,Aston Martin,10.0,12.0,Russian Grand Prix,Russia,2021,0 days 00:01:39.251000,0 days 00:01:41.556772727,2
GAS,AlphaTauri,11.0,13.0,Russian Grand Prix,Russia,2021,0 days 00:01:38.279000,0 days 00:01:41.520523809,2
OCO,Alpine,9.0,14.0,Russian Grand Prix,Russia,2021,0 days 00:01:40.598000,0 days 00:01:41.624613636,2
LEC,Ferrari,19.0,15.0,Russian Grand Prix,Russia,2021,0 days 00:01:38.994000,0 days 00:01:41.207909090,2
GIO,Alfa Romeo Racing,17.0,16.0,Russian Grand Prix,Russia,2021,0 days 00:01:39.058000,0 days 00:01:42.097976744,2
TSU,AlphaTauri,12.0,17.0,Russian Grand Prix,Russia,2021,0 days 00:01:39.960000,0 days 00:01:41.960860465,3
MAZ,Haas F1 Team,15.0,18.0,Russian Grand Prix,Russia,2021,0 days 00:01:41.713000,0 days 00:01:43.451523809,2
LAT,Williams,18.0,19.0,Russian Grand Prix,Russia,2021,0 days 00:01:40,0 days 00:01:41.843813953,1
MSC,Haas F1 Team,14.0,20.0,Russian Grand Prix,Russia,2021,0 days 00:01:40.276000,0 days 00:01:43.306551724,1
