Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
RAI,Ferrari,2.0,1.0,United States Grand Prix,United States,2018,0 days 00:01:38.482000,0 days 00:01:39.816830188,1
VER,Red Bull Racing,18.0,2.0,United States Grand Prix,United States,2018,0 days 00:01:38.246000,0 days 00:01:39.711470588,1
HAM,Mercedes,1.0,3.0,United States Grand Prix,United States,2018,0 days 00:01:37.392000,0 days 00:01:39.721811320,2
VET,Ferrari,5.0,4.0,United States Grand Prix,United States,2018,0 days 00:01:38.280000,0 days 00:01:39.970538461,1
BOT,Mercedes,3.0,5.0,United States Grand Prix,United States,2018,0 days 00:01:38.470000,0 days 00:01:40.349792452,1
HUL,Renault,7.0,6.0,United States Grand Prix,United States,2018,0 days 00:01:39.548000,0 days 00:01:41.404584905,1
SAI,Renault,11.0,7.0,United States Grand Prix,United States,2018,0 days 00:01:39.858000,0 days 00:01:41.495716981,1
PER,Racing Point,10.0,8.0,United States Grand Prix,United States,2018,0 days 00:01:39.569000,0 days 00:01:41.536803921,1
HAR,Toro Rosso,20.0,9.0,United States Grand Prix,United States,2018,0 days 00:01:39.915000,0 days 00:01:42.096117647,1
ERI,Sauber,16.0,10.0,United States Grand Prix,United States,2018,0 days 00:01:40.098000,0 days 00:01:42.098137254,1
VAN,McLaren,17.0,11.0,United States Grand Prix,United States,2018,0 days 00:01:39.240000,0 days 00:01:41.979941176,2
GAS,Toro Rosso,19.0,12.0,United States Grand Prix,United States,2018,0 days 00:01:39.646000,0 days 00:01:42.388882352,2
SIR,Williams,14.0,13.0,United States Grand Prix,United States,2018,0 days 00:01:40.522000,0 days 00:01:42.691019607,2
STR,Williams,15.0,14.0,United States Grand Prix,United States,2018,0 days 00:01:40.433000,0 days 00:01:42.753937500,3
LEC,Sauber,9.0,15.0,United States Grand Prix,United States,2018,0 days 00:01:41.982000,0 days 00:01:43.114692307,2
RIC,Red Bull Racing,4.0,16.0,United States Grand Prix,United States,2018,0 days 00:01:40.933000,0 days 00:01:41.608750,0
GRO,Haas F1 Team,8.0,17.0,United States Grand Prix,United States,2018,0 days 00:02:09.819000,0 days 00:02:09.819000,0
ALO,McLaren,13.0,18.0,United States Grand Prix,United States,2018,0 days 00:02:13.811000,0 days 00:02:13.811000,0
OCO,Racing Point,6.0,19.0,United States Grand Prix,United States,2018,0 days 00:01:39.992000,0 days 00:01:41.491942307,1
MAG,Haas F1 Team,12.0,20.0,United States Grand Prix,United States,2018,0 days 00:01:38.963000,0 days 00:01:41.514980769,1
