Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,3.0,1.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:17.524000,0 days 00:01:18.447392857,2
HAM,Mercedes,1.0,2.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:16.702000,0 days 00:01:18.814148148,4
NOR,McLaren,7.0,3.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:18.259000,0 days 00:01:19.413655172,2
LEC,Ferrari,4.0,4.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:18.379000,0 days 00:01:19.278357142,2
SAI,Ferrari,11.0,5.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:18.490000,0 days 00:01:19.403620689,2
RIC,McLaren,6.0,6.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:19.341000,0 days 00:01:20.224413793,2
GAS,AlphaTauri,5.0,7.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:18.782000,0 days 00:01:20.102586206,4
STR,Aston Martin,10.0,8.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:18.994000,0 days 00:01:20.061392857,3
OCO,Alpine,9.0,9.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:19.417000,0 days 00:01:20.399928571,5
ALO,Alpine,15.0,10.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:19.396000,0 days 00:01:20.467892857,3
PER,Red Bull Racing,2.0,11.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:18.334000,0 days 00:01:19.920296296,2
TSU,AlphaTauri,20.0,12.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:18.353000,0 days 00:01:20.039366666,3
RAI,Alfa Romeo Racing,16.0,13.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:19.422000,0 days 00:01:20.461714285,3
GIO,Alfa Romeo Racing,17.0,14.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:19.470000,0 days 00:01:20.497769230,4
VET,Aston Martin,0.0,15.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:19.074000,0 days 00:01:21.053592592,5
MSC,Haas F1 Team,18.0,16.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:19.193000,0 days 00:01:20.974777777,4
MAZ,Haas F1 Team,19.0,17.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:20.402000,0 days 00:01:22.347833333,4
BOT,Mercedes,8.0,18.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:28.485000,0 days 00:01:30.128277777,1
RUS,Williams,12.0,19.0,Emilia Romagna Grand Prix,Italy,2021,0 days 00:01:26.543000,0 days 00:01:29.529875,1
LAT,Williams,14.0,20.0,Emilia Romagna Grand Prix,Italy,2021,,,0
