Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,1.0,1.0,Styrian Grand Prix,Austria,2020,0 days 00:01:06.719000,0 days 00:01:08.210924242,1
BOT,Mercedes,4.0,2.0,Styrian Grand Prix,Austria,2020,0 days 00:01:07.534000,0 days 00:01:08.382378787,1
VER,Red Bull Racing,2.0,3.0,Styrian Grand Prix,Austria,2020,0 days 00:01:06.145000,0 days 00:01:08.365936507,2
ALB,Red Bull Racing,6.0,4.0,Styrian Grand Prix,Austria,2020,0 days 00:01:07.109000,0 days 00:01:08.810015151,1
NOR,McLaren,9.0,5.0,Styrian Grand Prix,Austria,2020,0 days 00:01:07.193000,0 days 00:01:08.985415384,1
PER,Racing Point,17.0,6.0,Styrian Grand Prix,Austria,2020,0 days 00:01:07.188000,0 days 00:01:08.884415384,1
STR,Racing Point,12.0,7.0,Styrian Grand Prix,Austria,2020,0 days 00:01:07.833000,0 days 00:01:09.138761194,1
RIC,Renault,8.0,8.0,Styrian Grand Prix,Austria,2020,0 days 00:01:07.832000,0 days 00:01:09.152776119,1
SAI,McLaren,3.0,9.0,Styrian Grand Prix,Austria,2020,0 days 00:01:05.619000,0 days 00:01:08.970456140,2
KVY,AlphaTauri,13.0,10.0,Styrian Grand Prix,Austria,2020,0 days 00:01:08.378000,0 days 00:01:09.643590909,1
RAI,Alfa Romeo Racing,16.0,11.0,Styrian Grand Prix,Austria,2020,0 days 00:01:08.382000,0 days 00:01:09.696461538,1
MAG,Haas F1 Team,15.0,12.0,Styrian Grand Prix,Austria,2020,0 days 00:01:08.009000,0 days 00:01:09.736600,1
GRO,Haas F1 Team,0.0,13.0,Styrian Grand Prix,Austria,2020,0 days 00:01:08.047000,0 days 00:01:09.629187500,1
GIO,Alfa Romeo Racing,19.0,14.0,Styrian Grand Prix,Austria,2020,0 days 00:01:08.512000,0 days 00:01:09.793846153,1
GAS,AlphaTauri,7.0,15.0,Styrian Grand Prix,Austria,2020,0 days 00:01:07.827000,0 days 00:01:09.725793650,2
RUS,Williams,11.0,16.0,Styrian Grand Prix,Austria,2020,0 days 00:01:08.601000,0 days 00:01:10.123793650,1
LAT,Williams,18.0,17.0,Styrian Grand Prix,Austria,2020,0 days 00:01:08.806000,0 days 00:01:10.260888888,1
OCO,Renault,5.0,18.0,Styrian Grand Prix,Austria,2020,0 days 00:01:09.321000,0 days 00:01:10.272045454,0
LEC,Ferrari,14.0,19.0,Styrian Grand Prix,Austria,2020,0 days 00:01:32.548000,0 days 00:01:33.833000,1
VET,Ferrari,10.0,20.0,Styrian Grand Prix,Austria,2020,0 days 00:01:41.037000,0 days 00:01:41.037000,0
