Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,1.0,1.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:21.107000,0 days 00:01:22.539953846,2
VET,Ferrari,4.0,2.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:20.056000,0 days 00:01:22.697171875,2
RAI,Ferrari,3.0,3.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:20.292000,0 days 00:01:22.425238095,3
RIC,Red Bull Racing,12.0,4.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:20.012000,0 days 00:01:22.604500,2
BOT,Mercedes,2.0,5.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:21.736000,0 days 00:01:23.173031746,2
GAS,Toro Rosso,6.0,6.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:21.685000,0 days 00:01:23.462215384,2
MAG,Haas F1 Team,9.0,7.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:21.302000,0 days 00:01:23.658015873,2
ALO,McLaren,11.0,8.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:22.090000,0 days 00:01:24.154253968,2
SAI,Renault,5.0,9.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:22.774000,0 days 00:01:24.487593750,2
GRO,Haas F1 Team,10.0,10.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:22.606000,0 days 00:01:24.363936507,2
HAR,Toro Rosso,8.0,11.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:22.612000,0 days 00:01:24.494890625,2
HUL,Renault,13.0,12.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:21.261000,0 days 00:01:24.268661290,3
OCO,Force India,18.0,13.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:22.876000,0 days 00:01:24.552562500,2
PER,Force India,19.0,14.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:23.263000,0 days 00:01:24.701296875,2
ERI,Sauber,14.0,15.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:23.671000,0 days 00:01:25.441825396,2
SIR,Williams,20.0,16.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:23.708000,0 days 00:01:25.644047619,2
STR,Williams,15.0,17.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:22.660000,0 days 00:01:25.589645161,2
VAN,McLaren,16.0,18.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:23.077000,0 days 00:01:24.587022222,2
VER,Red Bull Racing,7.0,19.0,Hungarian Grand Prix,Hungary,2018,0 days 00:01:23.985000,0 days 00:01:24.312500,1
LEC,Sauber,17.0,20.0,Hungarian Grand Prix,Hungary,2018,,,0
