Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,3.0,1.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:33.528000,0 days 00:01:36.557300,2
BOT,Mercedes,4.0,2.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:34.209000,0 days 00:01:36.912372549,2
LEC,Ferrari,1.0,3.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:33.411000,0 days 00:01:36.377697674,2
VER,Red Bull Racing,5.0,4.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:35.311000,0 days 00:01:37.122596153,2
VET,Ferrari,2.0,5.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:34.895000,0 days 00:01:36.684180,3
NOR,McLaren,9.0,6.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:35.777000,0 days 00:01:37.749411764,2
RAI,Alfa Romeo Racing,8.0,7.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:35.589000,0 days 00:01:37.666060,2
GAS,Red Bull Racing,13.0,8.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:35.291000,0 days 00:01:37.678820,2
ALB,Toro Rosso,12.0,9.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:36.752000,0 days 00:01:38.076080,2
PER,Racing Point,14.0,10.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:36.330000,0 days 00:01:38.020469387,2
GIO,Alfa Romeo Racing,16.0,11.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:35.237000,0 days 00:01:38.107367346,2
KVY,Toro Rosso,15.0,12.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:34.934000,0 days 00:01:37.801895833,2
MAG,Haas F1 Team,6.0,13.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:35.892000,0 days 00:01:38.706080,2
STR,Racing Point,18.0,14.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:37.037000,0 days 00:01:38.546720,2
RUS,Williams,19.0,15.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:37.313000,0 days 00:01:39.737660,2
KUB,Williams,20.0,16.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:37.903000,0 days 00:01:40.295693877,2
HUL,Renault,17.0,17.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:35.215000,0 days 00:01:37.656880,2
RIC,Renault,10.0,18.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:36.697000,0 days 00:01:38.291647058,1
SAI,McLaren,7.0,19.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:35.586000,0 days 00:01:37.854468085,3
GRO,Haas F1 Team,11.0,20.0,Bahrain Grand Prix,Bahrain,2019,0 days 00:01:37.262000,0 days 00:01:38.841642857,1
