Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
RIC,McLaren,2.0,1.0,Italian Grand Prix,Italy,2021,0 days 00:01:24.812000,0 days 00:01:26.294159090,1
NOR,McLaren,3.0,2.0,Italian Grand Prix,Italy,2021,0 days 00:01:24.971000,0 days 00:01:26.402045454,1
BOT,Mercedes,19.0,3.0,Italian Grand Prix,Italy,2021,0 days 00:01:24.827000,0 days 00:01:26.485347826,1
LEC,Ferrari,5.0,4.0,Italian Grand Prix,Italy,2021,0 days 00:01:25.319000,0 days 00:01:26.529760869,1
PER,Red Bull Racing,8.0,5.0,Italian Grand Prix,Italy,2021,0 days 00:01:25.156000,0 days 00:01:26.466804347,1
SAI,Ferrari,6.0,6.0,Italian Grand Prix,Italy,2021,0 days 00:01:25.559000,0 days 00:01:26.829500,1
STR,Aston Martin,9.0,7.0,Italian Grand Prix,Italy,2021,0 days 00:01:25.853000,0 days 00:01:27.109434782,1
ALO,Alpine,10.0,8.0,Italian Grand Prix,Italy,2021,0 days 00:01:25.472000,0 days 00:01:27.054622222,1
RUS,Williams,14.0,9.0,Italian Grand Prix,Italy,2021,0 days 00:01:25.835000,0 days 00:01:27.198934782,1
OCO,Alpine,12.0,10.0,Italian Grand Prix,Italy,2021,0 days 00:01:25.566000,0 days 00:01:27.206086956,1
LAT,Williams,13.0,11.0,Italian Grand Prix,Italy,2021,0 days 00:01:25.953000,0 days 00:01:27.200340909,1
VET,Aston Martin,11.0,12.0,Italian Grand Prix,Italy,2021,0 days 00:01:25.938000,0 days 00:01:27.207227272,2
GIO,Alfa Romeo Racing,7.0,13.0,Italian Grand Prix,Italy,2021,0 days 00:01:25.718000,0 days 00:01:26.999295454,2
KUB,Alfa Romeo Racing,17.0,14.0,Italian Grand Prix,Italy,2021,0 days 00:01:25.849000,0 days 00:01:27.490456521,1
MSC,Haas F1 Team,18.0,15.0,Italian Grand Prix,Italy,2021,0 days 00:01:26.707000,0 days 00:01:28.031512195,1
MAZ,Haas F1 Team,16.0,16.0,Italian Grand Prix,Italy,2021,0 days 00:01:27.202000,0 days 00:01:28.770838709,3
HAM,Mercedes,4.0,17.0,Italian Grand Prix,Italy,2021,0 days 00:01:25.870000,0 days 00:01:26.947541666,0
VER,Red Bull Racing,1.0,18.0,Italian Grand Prix,Italy,2021,0 days 00:01:25.173000,0 days 00:01:26.771045454,1
GAS,AlphaTauri,0.0,19.0,Italian Grand Prix,Italy,2021,0 days 00:01:29.005000,0 days 00:01:29.005000,0
TSU,AlphaTauri,0.0,20.0,Italian Grand Prix,Italy,2021,,,0
