Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,3.0,1.0,Italian Grand Prix,Italy,2018,0 days 00:01:22.497000,0 days 00:01:24.439408163,2
RAI,Ferrari,1.0,2.0,Italian Grand Prix,Italy,2018,0 days 00:01:23.515000,0 days 00:01:24.628448979,2
BOT,Mercedes,4.0,3.0,Italian Grand Prix,Italy,2018,0 days 00:01:22.907000,0 days 00:01:24.612145833,2
VET,Ferrari,2.0,4.0,Italian Grand Prix,Italy,2018,0 days 00:01:22.505000,0 days 00:01:24.364437500,2
VER,Red Bull Racing,5.0,5.0,Italian Grand Prix,Italy,2018,0 days 00:01:23.609000,0 days 00:01:24.570145833,2
OCO,Racing Point,8.0,6.0,Italian Grand Prix,Italy,2018,0 days 00:01:24.179000,0 days 00:01:25.517285714,2
PER,Racing Point,14.0,7.0,Italian Grand Prix,Italy,2018,0 days 00:01:23.529000,0 days 00:01:25.351750,2
SAI,Renault,7.0,8.0,Italian Grand Prix,Italy,2018,0 days 00:01:24.056000,0 days 00:01:25.821333333,2
STR,Williams,10.0,9.0,Italian Grand Prix,Italy,2018,0 days 00:01:24.580000,0 days 00:01:26.065604166,2
SIR,Williams,12.0,10.0,Italian Grand Prix,Italy,2018,0 days 00:01:23.768000,0 days 00:01:26.094191489,2
LEC,Sauber,15.0,11.0,Italian Grand Prix,Italy,2018,0 days 00:01:24.504000,0 days 00:01:26.111085106,2
VAN,McLaren,17.0,12.0,Italian Grand Prix,Italy,2018,0 days 00:01:24.772000,0 days 00:01:26.300723404,2
HUL,Renault,20.0,13.0,Italian Grand Prix,Italy,2018,0 days 00:01:24.059000,0 days 00:01:26.326042553,2
GAS,Toro Rosso,9.0,14.0,Italian Grand Prix,Italy,2018,0 days 00:01:24.767000,0 days 00:01:26.506479166,2
ERI,Sauber,18.0,15.0,Italian Grand Prix,Italy,2018,0 days 00:01:23.768000,0 days 00:01:26.313553191,2
MAG,Haas F1 Team,11.0,16.0,Italian Grand Prix,Italy,2018,0 days 00:01:25.692000,0 days 00:01:27.214574468,2
RIC,Red Bull Racing,19.0,17.0,Italian Grand Prix,Italy,2018,0 days 00:01:25.229000,0 days 00:01:26.176400,1
ALO,McLaren,13.0,18.0,Italian Grand Prix,Italy,2018,0 days 00:01:27.009000,0 days 00:01:27.749200,1
HAR,Toro Rosso,16.0,19.0,Italian Grand Prix,Italy,2018,,,0
GRO,Haas F1 Team,6.0,20.0,Italian Grand Prix,Italy,2018,0 days 00:01:24.243000,0 days 00:01:25.377562500,2
