Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,1.0,1.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:27.071000,0 days 00:03:27.071000,0
RUS,Williams,2.0,2.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:29.066000,0 days 00:03:29.066000,0
HAM,Mercedes,3.0,3.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:29.672000,0 days 00:03:29.672000,0
RIC,McLaren,4.0,4.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:31.567000,0 days 00:03:31.567000,0
VET,Aston Martin,5.0,5.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:34.550000,0 days 00:03:34.550000,0
GAS,AlphaTauri,6.0,6.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:37.248000,0 days 00:03:37.248000,0
OCO,Alpine,8.0,7.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:38.650000,0 days 00:03:38.650000,0
LEC,Ferrari,9.0,8.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:39.679000,0 days 00:03:39.679000,0
LAT,Williams,10.0,9.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:42.556000,0 days 00:03:42.556000,0
SAI,Ferrari,11.0,10.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:43.237000,0 days 00:03:43.237000,0
ALO,Alpine,12.0,11.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:47.661000,0 days 00:03:47.661000,0
BOT,Mercedes,13.0,12.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:49.485000,0 days 00:03:49.485000,0
GIO,Alfa Romeo Racing,14.0,13.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:51.234000,0 days 00:03:51.234000,0
NOR,McLaren,15.0,14.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:54.181000,0 days 00:03:54.181000,0
TSU,AlphaTauri,16.0,15.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:55.400000,0 days 00:03:55.400000,0
MSC,Haas F1 Team,17.0,16.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:56.578000,0 days 00:03:56.578000,0
MAZ,Haas F1 Team,18.0,17.0,Belgian Grand Prix,Belgium,2021,0 days 00:03:59.064000,0 days 00:03:59.064000,0
RAI,Alfa Romeo Racing,0.0,18.0,Belgian Grand Prix,Belgium,2021,0 days 00:04:03.125000,0 days 00:04:03.125000,0
PER,Red Bull Racing,0.0,19.0,Belgian Grand Prix,Belgium,2021,0 days 00:04:05.276000,0 days 00:04:05.276000,0
STR,Aston Martin,19.0,20.0,Belgian Grand Prix,Belgium,2021,0 days 00:04:01.179000,0 days 00:04:01.179000,0
