Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,6.0,1.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:39.413000,0 days 00:01:42.067558139,1
PER,Racing Point,3.0,2.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:40.392000,0 days 00:01:43.177750,1
VET,Ferrari,11.0,3.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:39.662000,0 days 00:01:42.231414634,2
LEC,Ferrari,12.0,4.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:39.961000,0 days 00:01:41.935204545,2
SAI,McLaren,15.0,5.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:38.754000,0 days 00:01:42.046575,2
VER,Red Bull Racing,2.0,6.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:38.431000,0 days 00:01:42.030605263,3
ALB,Red Bull Racing,4.0,7.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:39.099000,0 days 00:01:42.441550,2
NOR,McLaren,14.0,8.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:36.806000,0 days 00:01:40.905709677,2
STR,Racing Point,1.0,9.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:39.921000,0 days 00:01:43.747690476,2
RIC,Renault,5.0,10.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:40.677000,0 days 00:01:43.567243902,2
OCO,Renault,7.0,11.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:41.006000,0 days 00:01:43.256046511,2
KVY,AlphaTauri,16.0,12.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:41.019000,0 days 00:01:43.141700,1
GAS,AlphaTauri,19.0,13.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:39.586000,0 days 00:01:43.051153846,2
BOT,Mercedes,9.0,14.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:38.193000,0 days 00:01:42.720000,2
RAI,Alfa Romeo Racing,8.0,15.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:39.743000,0 days 00:01:43.467969696,3
RUS,Williams,0.0,16.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:40.814000,0 days 00:01:44.864684210,2
MAG,Haas F1 Team,13.0,17.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:40.948000,0 days 00:01:43.612388888,2
GRO,Haas F1 Team,17.0,18.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:43.281000,0 days 00:01:45.935129032,2
LAT,Williams,0.0,19.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:43.495000,0 days 00:01:46.275157894,2
GIO,Alfa Romeo Racing,10.0,20.0,Turkish Grand Prix,Turkey,2020,0 days 00:01:51.122000,0 days 00:01:55.420166666,1
