Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,2.0,1.0,Spanish Grand Prix,Spain,2022,0 days 00:01:25.456000,0 days 00:01:27.448316666,3
PER,Red Bull Racing,5.0,2.0,Spanish Grand Prix,Spain,2022,0 days 00:01:24.108000,0 days 00:01:27.571931034,3
RUS,Mercedes,4.0,3.0,Spanish Grand Prix,Spain,2022,0 days 00:01:24.636000,0 days 00:01:27.974810344,3
SAI,Ferrari,3.0,4.0,Spanish Grand Prix,Spain,2022,0 days 00:01:25.985000,0 days 00:01:27.886050847,3
HAM,Mercedes,6.0,5.0,Spanish Grand Prix,Spain,2022,0 days 00:01:24.253000,0 days 00:01:27.509709090,3
BOT,Alfa Romeo,7.0,6.0,Spanish Grand Prix,Spain,2022,0 days 00:01:26.395000,0 days 00:01:28.684129032,2
OCO,Alpine,12.0,7.0,Spanish Grand Prix,Spain,2022,0 days 00:01:25.935000,0 days 00:01:28.531694915,3
NOR,McLaren,11.0,8.0,Spanish Grand Prix,Spain,2022,0 days 00:01:25.619000,0 days 00:01:28.677816666,3
ALO,Alpine,20.0,9.0,Spanish Grand Prix,Spain,2022,0 days 00:01:26.599000,0 days 00:01:28.796271186,3
TSU,AlphaTauri,13.0,10.0,Spanish Grand Prix,Spain,2022,0 days 00:01:26.828000,0 days 00:01:28.838500,3
VET,Aston Martin,16.0,11.0,Spanish Grand Prix,Spain,2022,0 days 00:01:27.629000,0 days 00:01:29.502672131,2
RIC,McLaren,9.0,12.0,Spanish Grand Prix,Spain,2022,0 days 00:01:27.285000,0 days 00:01:29.365898305,3
GAS,AlphaTauri,14.0,13.0,Spanish Grand Prix,Spain,2022,0 days 00:01:26.987000,0 days 00:01:29.230620689,3
MSC,Haas F1 Team,10.0,14.0,Spanish Grand Prix,Spain,2022,0 days 00:01:27.447000,0 days 00:01:29.746100,2
STR,Aston Martin,17.0,15.0,Spanish Grand Prix,Spain,2022,0 days 00:01:26.876000,0 days 00:01:29.377827586,3
LAT,Williams,19.0,16.0,Spanish Grand Prix,Spain,2022,0 days 00:01:27.246000,0 days 00:01:30.092491228,3
MAG,Haas F1 Team,8.0,17.0,Spanish Grand Prix,Spain,2022,0 days 00:01:27.537000,0 days 00:01:29.901283333,2
ALB,Williams,18.0,18.0,Spanish Grand Prix,Spain,2022,0 days 00:01:28.281000,0 days 00:01:30.538392857,4
ZHO,Alfa Romeo,15.0,19.0,Spanish Grand Prix,Spain,2022,0 days 00:01:28.415000,0 days 00:01:30.085125,1
LEC,Ferrari,1.0,20.0,Spanish Grand Prix,Spain,2022,0 days 00:01:27.030000,0 days 00:01:28.068125,1
