Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,3.0,1.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:18.528000,0 days 00:01:20.833606060,2
VER,Red Bull Racing,1.0,2.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:17.103000,0 days 00:01:21.000250,2
VET,Ferrari,5.0,3.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:19.786000,0 days 00:01:21.879358208,1
LEC,Ferrari,4.0,4.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:20.493000,0 days 00:01:22.049794117,1
SAI,McLaren,8.0,5.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:21.002000,0 days 00:01:22.668462686,1
GAS,Red Bull Racing,6.0,6.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:21.045000,0 days 00:01:22.677343283,1
RAI,Alfa Romeo Racing,10.0,7.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:20.880000,0 days 00:01:22.699104477,1
BOT,Mercedes,2.0,8.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:19.331000,0 days 00:01:22.209234375,2
NOR,McLaren,7.0,9.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:21.188000,0 days 00:01:22.719701492,1
ALB,Toro Rosso,12.0,10.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:20.621000,0 days 00:01:23.116666666,1
PER,Racing Point,16.0,11.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:21.734000,0 days 00:01:23.374582089,1
HUL,Renault,11.0,12.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:21.650000,0 days 00:01:23.380388059,1
MAG,Haas F1 Team,14.0,13.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:21.008000,0 days 00:01:23.318090909,1
RIC,Renault,20.0,14.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:20.839000,0 days 00:01:23.284590909,1
KVY,Toro Rosso,13.0,15.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:21.932000,0 days 00:01:23.410907692,1
RUS,Williams,15.0,16.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:22.386000,0 days 00:01:24.347242424,1
STR,Racing Point,18.0,17.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:20.603000,0 days 00:01:23.993306451,2
GIO,Alfa Romeo Racing,17.0,18.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:23.134000,0 days 00:01:24.483242424,1
KUB,Williams,19.0,19.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:23.436000,0 days 00:01:24.679953125,1
GRO,Haas F1 Team,9.0,20.0,Hungarian Grand Prix,Hungary,2019,0 days 00:01:22.809000,0 days 00:01:24.068869565,1
