Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,10.0,1.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:22.126000,0 days 00:01:23.647306451,2
HAM,Mercedes,7.0,2.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:21.386000,0 days 00:01:23.741661290,2
RUS,Mercedes,1.0,3.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:22.766000,0 days 00:01:24.033765625,2
SAI,Ferrari,2.0,4.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:22,0 days 00:01:23.929047619,2
PER,Red Bull Racing,11.0,5.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:21.940000,0 days 00:01:23.764177419,2
LEC,Ferrari,3.0,6.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:21.622000,0 days 00:01:23.596639344,3
NOR,McLaren,4.0,7.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:23.043000,0 days 00:01:24.528783333,2
ALO,Alpine,6.0,8.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:23.979000,0 days 00:01:25.280936507,1
OCO,Alpine,5.0,9.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:24.149000,0 days 00:01:25.331746031,1
VET,Aston Martin,18.0,10.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:22.824000,0 days 00:01:24.945516129,2
STR,Aston Martin,14.0,11.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:22.437000,0 days 00:01:24.887733333,2
GAS,AlphaTauri,0.0,12.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:23.199000,0 days 00:01:25.138016393,2
ZHO,Alfa Romeo,12.0,13.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:22.029000,0 days 00:01:24.926982456,2
MSC,Haas F1 Team,15.0,14.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:23.151000,0 days 00:01:25.299459016,2
RIC,McLaren,9.0,15.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:23.590000,0 days 00:01:25.206016393,2
MAG,Haas F1 Team,13.0,16.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:23.511000,0 days 00:01:25.482403225,3
ALB,Williams,17.0,17.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:23.047000,0 days 00:01:25.324900,3
LAT,Williams,19.0,18.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:22.478000,0 days 00:01:25.452300,3
TSU,AlphaTauri,16.0,19.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:23.538000,0 days 00:01:25.695877192,3
BOT,Alfa Romeo,8.0,20.0,Hungarian Grand Prix,Hungary,2022,0 days 00:01:24.002000,0 days 00:01:25.473725806,1
