Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,1.0,1.0,Canadian Grand Prix,Canada,2022,0 days 00:01:15.839000,0 days 00:01:17.336898305,2
SAI,Ferrari,3.0,2.0,Canadian Grand Prix,Canada,2022,0 days 00:01:15.749000,0 days 00:01:17.400016666,2
HAM,Mercedes,4.0,3.0,Canadian Grand Prix,Canada,2022,0 days 00:01:16.167000,0 days 00:01:17.687898305,2
RUS,Mercedes,8.0,4.0,Canadian Grand Prix,Canada,2022,0 days 00:01:16.418000,0 days 00:01:17.824051724,2
LEC,Ferrari,19.0,5.0,Canadian Grand Prix,Canada,2022,0 days 00:01:15.901000,0 days 00:01:18.339491228,1
OCO,Alpine,7.0,6.0,Canadian Grand Prix,Canada,2022,0 days 00:01:17.110000,0 days 00:01:18.504254237,2
BOT,Alfa Romeo,11.0,7.0,Canadian Grand Prix,Canada,2022,0 days 00:01:16.927000,0 days 00:01:18.783288135,1
ZHO,Alfa Romeo,10.0,8.0,Canadian Grand Prix,Canada,2022,0 days 00:01:16.578000,0 days 00:01:18.856525423,2
ALO,Alpine,2.0,9.0,Canadian Grand Prix,Canada,2022,0 days 00:01:17.010000,0 days 00:01:18.546135593,2
STR,Aston Martin,17.0,10.0,Canadian Grand Prix,Canada,2022,0 days 00:01:17.421000,0 days 00:01:19.134568965,1
RIC,McLaren,9.0,11.0,Canadian Grand Prix,Canada,2022,0 days 00:01:17.932000,0 days 00:01:19.139034482,2
VET,Aston Martin,16.0,12.0,Canadian Grand Prix,Canada,2022,0 days 00:01:17.956000,0 days 00:01:18.972964285,2
ALB,Williams,12.0,13.0,Canadian Grand Prix,Canada,2022,0 days 00:01:17.951000,0 days 00:01:19.310431034,2
GAS,AlphaTauri,15.0,14.0,Canadian Grand Prix,Canada,2022,0 days 00:01:17.810000,0 days 00:01:19.191428571,2
NOR,McLaren,14.0,15.0,Canadian Grand Prix,Canada,2022,0 days 00:01:17.495000,0 days 00:01:19.244655172,2
LAT,Williams,18.0,16.0,Canadian Grand Prix,Canada,2022,0 days 00:01:18.540000,0 days 00:01:19.954607142,2
MAG,Haas F1 Team,5.0,17.0,Canadian Grand Prix,Canada,2022,0 days 00:01:18.046000,0 days 00:01:19.473491228,1
TSU,AlphaTauri,20.0,18.0,Canadian Grand Prix,Canada,2022,0 days 00:01:18.309000,0 days 00:01:19.345170731,1
MSC,Haas F1 Team,6.0,19.0,Canadian Grand Prix,Canada,2022,0 days 00:01:18.967000,0 days 00:01:19.507533333,0
PER,Red Bull Racing,13.0,20.0,Canadian Grand Prix,Canada,2022,0 days 00:01:18.844000,0 days 00:01:19.725333333,0
