Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,1.0,1.0,Spanish Grand Prix,Spain,2021,0 days 00:01:20.665000,0 days 00:01:22.256135593,2
VER,Red Bull Racing,2.0,2.0,Spanish Grand Prix,Spain,2021,0 days 00:01:18.149000,0 days 00:01:22.350421052,2
BOT,Mercedes,3.0,3.0,Spanish Grand Prix,Spain,2021,0 days 00:01:19.430000,0 days 00:01:22.577109090,2
LEC,Ferrari,4.0,4.0,Spanish Grand Prix,Spain,2021,0 days 00:01:20.459000,0 days 00:01:23.163327586,2
PER,Red Bull Racing,8.0,5.0,Spanish Grand Prix,Spain,2021,0 days 00:01:19.483000,0 days 00:01:23.188381818,2
RIC,McLaren,7.0,6.0,Spanish Grand Prix,Spain,2021,0 days 00:01:21.853000,0 days 00:01:23.469051724,2
SAI,Ferrari,6.0,7.0,Spanish Grand Prix,Spain,2021,0 days 00:01:21.568000,0 days 00:01:23.599881355,2
NOR,McLaren,9.0,8.0,Spanish Grand Prix,Spain,2021,0 days 00:01:21.279000,0 days 00:01:24.112543859,2
OCO,Alpine,5.0,9.0,Spanish Grand Prix,Spain,2021,0 days 00:01:23.311000,0 days 00:01:24.724316666,1
GAS,AlphaTauri,12.0,10.0,Spanish Grand Prix,Spain,2021,0 days 00:01:21.375000,0 days 00:01:24.065181818,2
STR,Aston Martin,11.0,11.0,Spanish Grand Prix,Spain,2021,0 days 00:01:22.607000,0 days 00:01:24.519172413,2
RAI,Alfa Romeo Racing,17.0,12.0,Spanish Grand Prix,Spain,2021,0 days 00:01:22.868000,0 days 00:01:24.762491525,1
VET,Aston Martin,13.0,13.0,Spanish Grand Prix,Spain,2021,0 days 00:01:22.820000,0 days 00:01:24.623457627,2
RUS,Williams,15.0,14.0,Spanish Grand Prix,Spain,2021,0 days 00:01:23.208000,0 days 00:01:25.201816666,2
GIO,Alfa Romeo Racing,14.0,15.0,Spanish Grand Prix,Spain,2021,0 days 00:01:22.802000,0 days 00:01:24.753745762,2
LAT,Williams,19.0,16.0,Spanish Grand Prix,Spain,2021,0 days 00:01:22.905000,0 days 00:01:24.914578947,3
ALO,Alpine,10.0,17.0,Spanish Grand Prix,Spain,2021,0 days 00:01:21.182000,0 days 00:01:24.608037037,2
MSC,Haas F1 Team,18.0,18.0,Spanish Grand Prix,Spain,2021,0 days 00:01:22.637000,0 days 00:01:25.251789473,2
MAZ,Haas F1 Team,20.0,19.0,Spanish Grand Prix,Spain,2021,0 days 00:01:24.040000,0 days 00:01:25.978946428,2
TSU,AlphaTauri,16.0,20.0,Spanish Grand Prix,Spain,2021,0 days 00:01:24.825000,0 days 00:01:26.127200,0
