Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,2.0,1.0,Spanish Grand Prix,Spain,2019,0 days 00:01:18.492000,0 days 00:01:21.611178571,2
BOT,Mercedes,1.0,2.0,Spanish Grand Prix,Spain,2019,0 days 00:01:18.737000,0 days 00:01:21.761200,2
VER,Red Bull Racing,4.0,3.0,Spanish Grand Prix,Spain,2019,0 days 00:01:19.769000,0 days 00:01:21.934454545,2
VET,Ferrari,3.0,4.0,Spanish Grand Prix,Spain,2019,0 days 00:01:19.820000,0 days 00:01:21.952722222,2
LEC,Ferrari,5.0,5.0,Spanish Grand Prix,Spain,2019,0 days 00:01:20.002000,0 days 00:01:22.225696428,2
GAS,Red Bull Racing,6.0,6.0,Spanish Grand Prix,Spain,2019,0 days 00:01:20.536000,0 days 00:01:22.625660714,2
MAG,Haas F1 Team,8.0,7.0,Spanish Grand Prix,Spain,2019,0 days 00:01:20.770000,0 days 00:01:23.172781818,2
SAI,McLaren,12.0,8.0,Spanish Grand Prix,Spain,2019,0 days 00:01:20.859000,0 days 00:01:23.474418181,2
KVY,Toro Rosso,9.0,9.0,Spanish Grand Prix,Spain,2019,0 days 00:01:20.726000,0 days 00:01:23.153472727,2
GRO,Haas F1 Team,7.0,10.0,Spanish Grand Prix,Spain,2019,0 days 00:01:21.057000,0 days 00:01:23.059660714,2
ALB,Toro Rosso,11.0,11.0,Spanish Grand Prix,Spain,2019,0 days 00:01:21.028000,0 days 00:01:23.355964912,2
RIC,Renault,13.0,12.0,Spanish Grand Prix,Spain,2019,0 days 00:01:20.615000,0 days 00:01:23.546660714,2
HUL,Renault,0.0,13.0,Spanish Grand Prix,Spain,2019,0 days 00:01:21.282000,0 days 00:01:23.768071428,1
RAI,Alfa Romeo Racing,14.0,14.0,Spanish Grand Prix,Spain,2019,0 days 00:01:21.382000,0 days 00:01:23.936245614,2
PER,Racing Point,15.0,15.0,Spanish Grand Prix,Spain,2019,0 days 00:01:21.859000,0 days 00:01:23.831771929,2
GIO,Alfa Romeo Racing,18.0,16.0,Spanish Grand Prix,Spain,2019,0 days 00:01:21.833000,0 days 00:01:24.609245283,2
RUS,Williams,19.0,17.0,Spanish Grand Prix,Spain,2019,0 days 00:01:22.382000,0 days 00:01:25.388823529,2
KUB,Williams,17.0,18.0,Spanish Grand Prix,Spain,2019,0 days 00:01:23.202000,0 days 00:01:26.067428571,2
STR,Racing Point,16.0,19.0,Spanish Grand Prix,Spain,2019,0 days 00:01:23.226000,0 days 00:01:24.322428571,1
NOR,McLaren,10.0,20.0,Spanish Grand Prix,Spain,2019,0 days 00:01:22.561000,0 days 00:01:24.243390243,1
