Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,14.0,1.0,German Grand Prix,Germany,2018,0 days 00:01:15.545000,0 days 00:01:18.018127272,2
BOT,Mercedes,2.0,2.0,German Grand Prix,Germany,2018,0 days 00:01:15.721000,0 days 00:01:18.027400,3
RAI,Ferrari,3.0,3.0,German Grand Prix,Germany,2018,0 days 00:01:15.990000,0 days 00:01:18.060763636,3
VER,Red Bull Racing,4.0,4.0,German Grand Prix,Germany,2018,0 days 00:01:15.852000,0 days 00:01:18.043826923,4
HUL,Renault,7.0,5.0,German Grand Prix,Germany,2018,0 days 00:01:17.910000,0 days 00:01:19.607000,4
GRO,Haas F1 Team,6.0,6.0,German Grand Prix,Germany,2018,0 days 00:01:16.716000,0 days 00:01:19.572446428,4
PER,Force India,10.0,7.0,German Grand Prix,Germany,2018,0 days 00:01:17.867000,0 days 00:01:19.656482142,2
OCO,Force India,15.0,8.0,German Grand Prix,Germany,2018,0 days 00:01:17.941000,0 days 00:01:19.965240740,2
ERI,Sauber,13.0,9.0,German Grand Prix,Germany,2018,0 days 00:01:17.745000,0 days 00:01:20.100854545,2
HAR,Toro Rosso,17.0,10.0,German Grand Prix,Germany,2018,0 days 00:01:17.681000,0 days 00:01:20.233055555,3
MAG,Haas F1 Team,5.0,11.0,German Grand Prix,Germany,2018,0 days 00:01:17.697000,0 days 00:01:19.500090909,4
SAI,Renault,8.0,12.0,German Grand Prix,Germany,2018,0 days 00:01:17.430000,0 days 00:01:19.822054545,4
VAN,McLaren,19.0,13.0,German Grand Prix,Germany,2018,0 days 00:01:17.537000,0 days 00:01:20.235679245,3
GAS,Toro Rosso,16.0,14.0,German Grand Prix,Germany,2018,0 days 00:01:17.762000,0 days 00:01:20.375448979,3
LEC,Sauber,9.0,15.0,German Grand Prix,Germany,2018,0 days 00:01:17.852000,0 days 00:01:19.705375,4
ALO,McLaren,11.0,16.0,German Grand Prix,Germany,2018,0 days 00:01:17.741000,0 days 00:01:20.269306122,4
STR,Williams,18.0,17.0,German Grand Prix,Germany,2018,0 days 00:01:18.861000,0 days 00:01:20.652822222,3
VET,Ferrari,1.0,18.0,German Grand Prix,Germany,2018,0 days 00:01:17.290000,0 days 00:01:18.428914893,2
SIR,Williams,12.0,19.0,German Grand Prix,Germany,2018,0 days 00:01:18.934000,0 days 00:01:20.739500,2
RIC,Red Bull Racing,20.0,20.0,German Grand Prix,Germany,2018,0 days 00:01:18.262000,0 days 00:01:19.769384615,1
