Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VET,Ferrari,2.0,1.0,British Grand Prix,Great Britain,2018,0 days 00:01:30.696000,0 days 00:01:32.968325581,3
HAM,Mercedes,1.0,2.0,British Grand Prix,Great Britain,2018,0 days 00:01:31.245000,0 days 00:01:33.163404761,2
RAI,Ferrari,3.0,3.0,British Grand Prix,Great Britain,2018,0 days 00:01:30.795000,0 days 00:01:33.087904761,3
BOT,Mercedes,4.0,4.0,British Grand Prix,Great Britain,2018,0 days 00:01:31.377000,0 days 00:01:33.250930232,2
RIC,Red Bull Racing,6.0,5.0,British Grand Prix,Great Britain,2018,0 days 00:01:31.589000,0 days 00:01:33.383951219,3
HUL,Renault,11.0,6.0,British Grand Prix,Great Britain,2018,0 days 00:01:33.405000,0 days 00:01:34.989550,2
OCO,Force India,10.0,7.0,British Grand Prix,Great Britain,2018,0 days 00:01:33.606000,0 days 00:01:35.042500,2
ALO,McLaren,13.0,8.0,British Grand Prix,Great Britain,2018,0 days 00:01:33.482000,0 days 00:01:35.027850,3
MAG,Haas F1 Team,7.0,9.0,British Grand Prix,Great Britain,2018,0 days 00:01:33.604000,0 days 00:01:35.211731707,2
PER,Force India,12.0,10.0,British Grand Prix,Great Britain,2018,0 days 00:01:33.472000,0 days 00:01:34.979400,3
VAN,McLaren,17.0,11.0,British Grand Prix,Great Britain,2018,0 days 00:01:33.551000,0 days 00:01:35.477146341,3
STR,Williams,19.0,12.0,British Grand Prix,Great Britain,2018,0 days 00:01:33.869000,0 days 00:01:36.312761904,2
GAS,Toro Rosso,14.0,13.0,British Grand Prix,Great Britain,2018,0 days 00:01:33.465000,0 days 00:01:35.168700,3
SIR,Williams,18.0,14.0,British Grand Prix,Great Britain,2018,0 days 00:01:34.620000,0 days 00:01:36.548452380,2
VER,Red Bull Racing,5.0,15.0,British Grand Prix,Great Britain,2018,0 days 00:01:32.007000,0 days 00:01:33.616200,3
GRO,Haas F1 Team,8.0,16.0,British Grand Prix,Great Britain,2018,0 days 00:01:34.391000,0 days 00:01:35.613793103,2
SAI,Renault,16.0,17.0,British Grand Prix,Great Britain,2018,0 days 00:01:34.602000,0 days 00:01:35.486379310,3
ERI,Sauber,15.0,18.0,British Grand Prix,Great Britain,2018,0 days 00:01:33.675000,0 days 00:01:35.659103448,2
LEC,Sauber,9.0,19.0,British Grand Prix,Great Britain,2018,0 days 00:01:35.209000,0 days 00:01:35.543235294,1
HAR,Toro Rosso,0.0,20.0,British Grand Prix,Great Britain,2018,0 days 00:02:54.472000,0 days 00:02:54.472000,0
