Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,1.0,1.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:40.958000,0 days 00:01:41.694627450,1
BOT,Mercedes,2.0,2.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:41.131000,0 days 00:01:42.054784313,1
HAM,Mercedes,3.0,3.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:41.420000,0 days 00:01:42.182549019,1
ALB,Red Bull Racing,5.0,4.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:41.227000,0 days 00:01:42.189720,1
NOR,McLaren,4.0,5.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:41.964000,0 days 00:01:43.195137254,1
SAI,McLaren,6.0,6.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:41.947000,0 days 00:01:43.199340,1
RIC,Renault,11.0,7.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:40.926000,0 days 00:01:43.064306122,1
GAS,AlphaTauri,9.0,8.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:42.474000,0 days 00:01:43.703040,1
OCO,Renault,10.0,9.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:42.894000,0 days 00:01:43.990880,1
STR,Racing Point,8.0,10.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:41.866000,0 days 00:01:43.949040,1
KVY,AlphaTauri,7.0,11.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:42.704000,0 days 00:01:44.091224489,1
RAI,Alfa Romeo Racing,15.0,12.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:42.148000,0 days 00:01:44.209857142,1
LEC,Ferrari,12.0,13.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:41.908000,0 days 00:01:43.975166666,1
VET,Ferrari,13.0,14.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:41.475000,0 days 00:01:44.182645833,1
RUS,Williams,16.0,15.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:43.328000,0 days 00:01:44.822387755,1
GIO,Alfa Romeo Racing,14.0,16.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:41.675000,0 days 00:01:44.477916666,1
LAT,Williams,18.0,17.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:42.497000,0 days 00:01:44.712063829,2
MAG,Haas F1 Team,20.0,18.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:41.999000,0 days 00:01:45.251673913,2
FIT,Haas F1 Team,17.0,19.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:41.707000,0 days 00:01:45.486840909,3
PER,Racing Point,19.0,20.0,Abu Dhabi Grand Prix,Abu Dhabi,2020,0 days 00:01:43.263000,0 days 00:01:44.917142857,0
