Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,3.0,1.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:46.050000,0 days 00:01:47.798750,2
PER,Red Bull Racing,2.0,2.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:46.046000,0 days 00:01:48.083545454,2
RUS,Mercedes,5.0,3.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:47.177000,0 days 00:01:48.771933333,2
HAM,Mercedes,7.0,4.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:47.044000,0 days 00:01:49.313086956,2
GAS,AlphaTauri,6.0,5.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:48.519000,0 days 00:01:49.632977777,1
VET,Aston Martin,9.0,6.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:48.206000,0 days 00:01:49.638955555,1
ALO,Alpine,10.0,7.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:47.989000,0 days 00:01:49.600409090,1
RIC,McLaren,12.0,8.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:48.276000,0 days 00:01:49.903304347,1
NOR,McLaren,11.0,9.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:47.997000,0 days 00:01:49.644250,1
OCO,Alpine,13.0,10.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:48.297000,0 days 00:01:50.246347826,1
BOT,Alfa Romeo,15.0,11.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:48.179000,0 days 00:01:50.352000,1
ALB,Williams,17.0,12.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:47.966000,0 days 00:01:49.976386363,2
TSU,AlphaTauri,8.0,13.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:47.523000,0 days 00:01:49.708568181,2
MSC,Haas F1 Team,20.0,14.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:48.410000,0 days 00:01:50.382785714,2
LAT,Williams,18.0,15.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:49.583000,0 days 00:01:51.428585365,2
STR,Aston Martin,19.0,16.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:48.038000,0 days 00:01:50.863105263,1
MAG,Haas F1 Team,16.0,17.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:48.789000,0 days 00:01:50.544464285,1
ZHO,Alfa Romeo,14.0,18.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:48.723000,0 days 00:01:50.477526315,1
LEC,Ferrari,1.0,19.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:47.531000,0 days 00:01:48.605058823,1
SAI,Ferrari,4.0,20.0,Azerbaijan Grand Prix,Azerbaijan,2022,0 days 00:01:48.978000,0 days 00:01:49.805750,0
