Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,2.0,1.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:35.614000,0 days 00:01:37.676000,2
LEC,Ferrari,1.0,2.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:35.669000,0 days 00:01:37.798897435,1
PER,Red Bull Racing,11.0,3.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:35.939000,0 days 00:01:37.773850,2
OCO,Alpine,16.0,4.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:36.637000,0 days 00:01:38.448666666,1
STR,Aston Martin,19.0,5.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:36.584000,0 days 00:01:38.479275,2
SAI,Ferrari,12.0,6.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:35.984000,0 days 00:01:38.563600,2
HAM,Mercedes,10.0,7.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:35.716000,0 days 00:01:38.262815789,2
RUS,Mercedes,3.0,8.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:36.071000,0 days 00:01:38.256871794,2
ALO,Aston Martin,9.0,9.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:36.559000,0 days 00:01:38.758100,2
PIA,McLaren,18.0,10.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:35.490000,0 days 00:01:38.075000,2
GAS,Alpine,4.0,11.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:36.913000,0 days 00:01:38.828948717,1
ALB,Williams,5.0,12.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:37.357000,0 days 00:01:39.099589743,1
MAG,Haas F1 Team,8.0,13.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:37.455000,0 days 00:01:39.268461538,2
RIC,AlphaTauri,14.0,14.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:37.108000,0 days 00:01:39.417131578,1
ZHO,Alfa Romeo,17.0,15.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:37.375000,0 days 00:01:39.678804878,1
SAR,Williams,6.0,16.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:37.740000,0 days 00:01:39.315102564,1
BOT,Alfa Romeo,7.0,17.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:37.562000,0 days 00:01:40.746921052,2
TSU,AlphaTauri,20.0,18.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:37.587000,0 days 00:01:40.034121212,2
HUL,Haas F1 Team,13.0,19.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:37.565000,0 days 00:01:39.469294117,2
NOR,McLaren,15.0,20.0,Las Vegas Grand Prix,United States,2023,0 days 00:01:59.327000,0 days 00:01:59.327000,0
