Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
LEC,Ferrari,2.0,1.0,Austrian Grand Prix,Austria,2022,0 days 00:01:07.583000,0 days 00:01:09.944171875,2
VER,Red Bull Racing,1.0,2.0,Austrian Grand Prix,Austria,2022,0 days 00:01:07.275000,0 days 00:01:09.981640625,2
HAM,Mercedes,8.0,3.0,Austrian Grand Prix,Austria,2022,0 days 00:01:09,0 days 00:01:10.645484375,1
RUS,Mercedes,4.0,4.0,Austrian Grand Prix,Austria,2022,0 days 00:01:09.075000,0 days 00:01:10.677587301,1
OCO,Alpine,6.0,5.0,Austrian Grand Prix,Austria,2022,0 days 00:01:09.559000,0 days 00:01:11.049587301,1
MSC,Haas F1 Team,9.0,6.0,Austrian Grand Prix,Austria,2022,0 days 00:01:09.625000,0 days 00:01:11.107387096,1
NOR,McLaren,10.0,7.0,Austrian Grand Prix,Austria,2022,0 days 00:01:09.304000,0 days 00:01:11.087629032,1
MAG,Haas F1 Team,7.0,8.0,Austrian Grand Prix,Austria,2022,0 days 00:01:09.938000,0 days 00:01:11.229000,1
RIC,McLaren,11.0,9.0,Austrian Grand Prix,Austria,2022,0 days 00:01:09.924000,0 days 00:01:11.372539682,2
ALO,Alpine,19.0,10.0,Austrian Grand Prix,Austria,2022,0 days 00:01:08.558000,0 days 00:01:11.087822580,2
BOT,Alfa Romeo,0.0,11.0,Austrian Grand Prix,Austria,2022,0 days 00:01:09.266000,0 days 00:01:11.277301587,2
ALB,Williams,15.0,12.0,Austrian Grand Prix,Austria,2022,0 days 00:01:09.669000,0 days 00:01:11.441746031,2
STR,Aston Martin,12.0,13.0,Austrian Grand Prix,Austria,2022,0 days 00:01:10.004000,0 days 00:01:11.480825396,1
ZHO,Alfa Romeo,13.0,14.0,Austrian Grand Prix,Austria,2022,0 days 00:01:09.380000,0 days 00:01:11.328777777,1
GAS,AlphaTauri,14.0,15.0,Austrian Grand Prix,Austria,2022,0 days 00:01:10.104000,0 days 00:01:11.417746031,2
TSU,AlphaTauri,16.0,16.0,Austrian Grand Prix,Austria,2022,0 days 00:01:10.023000,0 days 00:01:11.615317460,1
VET,Aston Martin,18.0,17.0,Austrian Grand Prix,Austria,2022,0 days 00:01:10,0 days 00:01:11.333564516,1
SAI,Ferrari,3.0,18.0,Austrian Grand Prix,Austria,2022,0 days 00:01:08.649000,0 days 00:01:10.356000,1
LAT,Williams,17.0,19.0,Austrian Grand Prix,Austria,2022,0 days 00:01:10.890000,0 days 00:01:12.465386363,2
PER,Red Bull Racing,5.0,20.0,Austrian Grand Prix,Austria,2022,0 days 00:01:11.843000,0 days 00:01:13.050952380,2
