Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,2.0,1.0,Canadian Grand Prix,Canada,2019,0 days 00:01:14.813000,0 days 00:01:16.050882352,1
VET,Ferrari,1.0,2.0,Canadian Grand Prix,Canada,2019,0 days 00:01:14.875000,0 days 00:01:16.049823529,1
LEC,Ferrari,3.0,3.0,Canadian Grand Prix,Canada,2019,0 days 00:01:14.356000,0 days 00:01:16.045402985,1
BOT,Mercedes,6.0,4.0,Canadian Grand Prix,Canada,2019,0 days 00:01:13.078000,0 days 00:01:16.311786885,2
VER,Red Bull Racing,9.0,5.0,Canadian Grand Prix,Canada,2019,0 days 00:01:14.767000,0 days 00:01:16.817632352,1
RIC,Renault,4.0,6.0,Canadian Grand Prix,Canada,2019,0 days 00:01:16.075000,0 days 00:01:17.193537313,1
HUL,Renault,7.0,7.0,Canadian Grand Prix,Canada,2019,0 days 00:01:15.995000,0 days 00:01:17.180044776,1
GAS,Red Bull Racing,5.0,8.0,Canadian Grand Prix,Canada,2019,0 days 00:01:16.157000,0 days 00:01:17.338328358,1
STR,Racing Point,17.0,9.0,Canadian Grand Prix,Canada,2019,0 days 00:01:16.043000,0 days 00:01:17.529059701,1
KVY,Toro Rosso,10.0,10.0,Canadian Grand Prix,Canada,2019,0 days 00:01:16.198000,0 days 00:01:17.588507462,1
SAI,McLaren,11.0,11.0,Canadian Grand Prix,Canada,2019,0 days 00:01:16.471000,0 days 00:01:17.594313432,1
PER,Racing Point,15.0,12.0,Canadian Grand Prix,Canada,2019,0 days 00:01:16.314000,0 days 00:01:17.702746268,1
GIO,Alfa Romeo Racing,12.0,13.0,Canadian Grand Prix,Canada,2019,0 days 00:01:16.365000,0 days 00:01:17.917409090,1
GRO,Haas F1 Team,14.0,14.0,Canadian Grand Prix,Canada,2019,0 days 00:01:16.245000,0 days 00:01:17.923409090,1
RAI,Alfa Romeo Racing,16.0,15.0,Canadian Grand Prix,Canada,2019,0 days 00:01:15.442000,0 days 00:01:17.636421875,2
RUS,Williams,18.0,16.0,Canadian Grand Prix,Canada,2019,0 days 00:01:17.241000,0 days 00:01:18.935318181,1
MAG,Haas F1 Team,0.0,17.0,Canadian Grand Prix,Canada,2019,0 days 00:01:17.309000,0 days 00:01:19.015863636,1
KUB,Williams,19.0,18.0,Canadian Grand Prix,Canada,2019,0 days 00:01:17.285000,0 days 00:01:19.377677419,2
ALB,Toro Rosso,13.0,19.0,Canadian Grand Prix,Canada,2019,0 days 00:01:17.151000,0 days 00:01:18.549596491,1
NOR,McLaren,8.0,20.0,Canadian Grand Prix,Canada,2019,0 days 00:01:18.023000,0 days 00:01:18.601666666,0
