Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,1.0,1.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:26.103000,0 days 00:01:27.936408163,3
HAM,Mercedes,2.0,2.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:26.615000,0 days 00:01:28.001224489,1
SAI,Ferrari,5.0,3.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:27.618000,0 days 00:01:29.271125,1
TSU,AlphaTauri,8.0,4.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:27.496000,0 days 00:01:29.436958333,2
GAS,AlphaTauri,12.0,5.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:27.342000,0 days 00:01:29.679795918,2
BOT,Mercedes,6.0,6.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:26.862000,0 days 00:01:29.327541666,1
NOR,McLaren,3.0,7.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:26.762000,0 days 00:01:29.315319148,2
ALO,Alpine,11.0,8.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:27.607000,0 days 00:01:29.874540,1
OCO,Alpine,9.0,9.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:28.249000,0 days 00:01:29.806333333,1
LEC,Ferrari,7.0,10.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:28.338000,0 days 00:01:29.677354166,2
VET,Aston Martin,15.0,11.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:28.303000,0 days 00:01:30.077102040,1
RIC,McLaren,10.0,12.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:28.723000,0 days 00:01:29.888234042,2
STR,Aston Martin,13.0,13.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:28.567000,0 days 00:01:30.291916666,2
MSC,Haas F1 Team,19.0,14.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:29.457000,0 days 00:01:30.869583333,2
PER,Red Bull Racing,4.0,15.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:26.419000,0 days 00:01:28.152673913,3
LAT,Williams,16.0,16.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:29.293000,0 days 00:01:30.943282608,1
GIO,Alfa Romeo Racing,14.0,17.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:29.442000,0 days 00:01:30.615516129,1
RUS,Williams,17.0,18.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:30.647000,0 days 00:01:31.747875,0
RAI,Alfa Romeo Racing,18.0,19.0,Abu Dhabi Grand Prix,Abu Dhabi,2021,0 days 00:01:29.698000,0 days 00:01:31.289181818,1
MAZ,Haas F1 Team,,,Abu Dhabi Grand Prix,Abu Dhabi,2021,,,0
