Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,6.0,1.0,United States Grand Prix,United States,2023,0 days 00:01:40.028000,0 days 00:01:41.453611111,2
NOR,McLaren,2.0,2.0,United States Grand Prix,United States,2023,0 days 00:01:39.985000,0 days 00:01:41.663777777,2
SAI,Ferrari,4.0,3.0,United States Grand Prix,United States,2023,0 days 00:01:40.034000,0 days 00:01:41.755703703,2
PER,Red Bull Racing,9.0,4.0,United States Grand Prix,United States,2023,0 days 00:01:39.737000,0 days 00:01:41.686735849,2
RUS,Mercedes,5.0,5.0,United States Grand Prix,United States,2023,0 days 00:01:39.393000,0 days 00:01:41.814452830,2
GAS,Alpine,7.0,6.0,United States Grand Prix,United States,2023,0 days 00:01:40.412000,0 days 00:01:42.218207547,2
STR,Aston Martin,20.0,7.0,United States Grand Prix,United States,2023,0 days 00:01:39.908000,0 days 00:01:42.126867924,2
TSU,AlphaTauri,11.0,8.0,United States Grand Prix,United States,2023,0 days 00:01:38.139000,0 days 00:01:42.253921568,3
ALB,Williams,15.0,9.0,United States Grand Prix,United States,2023,0 days 00:01:41.318000,0 days 00:01:42.757962264,2
SAR,Williams,16.0,10.0,United States Grand Prix,United States,2023,0 days 00:01:41.238000,0 days 00:01:42.831339622,2
HUL,Haas F1 Team,18.0,11.0,United States Grand Prix,United States,2023,0 days 00:01:40.925000,0 days 00:01:42.848358490,2
BOT,Alfa Romeo,13.0,12.0,United States Grand Prix,United States,2023,0 days 00:01:41.972000,0 days 00:01:43.065018867,2
ZHO,Alfa Romeo,12.0,13.0,United States Grand Prix,United States,2023,0 days 00:01:41.879000,0 days 00:01:43.332641509,2
MAG,Haas F1 Team,17.0,14.0,United States Grand Prix,United States,2023,0 days 00:01:41.506000,0 days 00:01:43.251480769,2
RIC,AlphaTauri,14.0,15.0,United States Grand Prix,United States,2023,0 days 00:01:39.366000,0 days 00:01:43.277307692,2
ALO,Aston Martin,19.0,16.0,United States Grand Prix,United States,2023,0 days 00:01:39.954000,0 days 00:01:42.533111111,2
PIA,McLaren,10.0,17.0,United States Grand Prix,United States,2023,0 days 00:01:42.705000,0 days 00:01:43.474888888,0
OCO,Alpine,8.0,18.0,United States Grand Prix,United States,2023,0 days 00:01:44.789000,0 days 00:01:48.074833333,0
HAM,Mercedes,3.0,19.0,United States Grand Prix,United States,2023,0 days 00:01:39.582000,0 days 00:01:41.479148148,2
LEC,Ferrari,1.0,20.0,United States Grand Prix,United States,2023,0 days 00:01:41.025000,0 days 00:01:42.238727272,1
