Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,2.0,1.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:34.015000,0 days 00:01:35.198367346,2
VER,Red Bull Racing,1.0,2.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:33.228000,0 days 00:01:35.266306122,2
BOT,Mercedes,3.0,3.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:32.090000,0 days 00:01:35.237531914,3
NOR,McLaren,7.0,4.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:34.396000,0 days 00:01:36.002408163,2
PER,Red Bull Racing,0.0,5.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:33.970000,0 days 00:01:36.001900,2
LEC,Ferrari,4.0,6.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:34.988000,0 days 00:01:36.331489795,2
RIC,McLaren,6.0,7.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:34.932000,0 days 00:01:36.495300,2
SAI,Ferrari,8.0,8.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:34.509000,0 days 00:01:36.390938775,2
TSU,AlphaTauri,13.0,9.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:34.761000,0 days 00:01:36.663360,2
STR,Aston Martin,10.0,10.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:34.865000,0 days 00:01:36.846080,2
RAI,Alfa Romeo Racing,14.0,11.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:35.192000,0 days 00:01:36.810440,2
GIO,Alfa Romeo Racing,12.0,12.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:35.122000,0 days 00:01:36.860270833,2
OCO,Alpine,16.0,13.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:35.250000,0 days 00:01:37.073187500,2
RUS,Williams,15.0,14.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:35.036000,0 days 00:01:37.210479166,2
VET,Aston Martin,20.0,15.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:35.566000,0 days 00:01:37.764142857,1
MSC,Haas F1 Team,18.0,16.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:36.134000,0 days 00:01:37.982666666,2
GAS,AlphaTauri,5.0,17.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:34.090000,0 days 00:01:36.522159090,3
LAT,Williams,17.0,18.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:36.602000,0 days 00:01:38.421744186,2
ALO,Alpine,9.0,19.0,Bahrain Grand Prix,Bahrain,2021,0 days 00:01:36.063000,0 days 00:01:38.265307692,2
MAZ,Haas F1 Team,19.0,20.0,Bahrain Grand Prix,Bahrain,2021,,,0
