Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,1.0,1.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:13.422000,0 days 00:01:15.303952380,4
NOR,McLaren,6.0,2.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:12.486000,0 days 00:01:15.384047619,4
ALO,Aston Martin,4.0,3.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:14.442000,0 days 00:01:15.759936507,4
PER,Red Bull Racing,9.0,4.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:14.124000,0 days 00:01:15.738841269,4
STR,Aston Martin,3.0,5.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:14.007000,0 days 00:01:15.842111111,4
SAI,Ferrari,7.0,6.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:14.406000,0 days 00:01:15.996031746,4
GAS,Alpine,15.0,7.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:14.521000,0 days 00:01:16.037761904,4
HAM,Mercedes,5.0,8.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:14.739000,0 days 00:01:16.165698412,4
TSU,AlphaTauri,16.0,9.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:14.231000,0 days 00:01:16.088887096,4
OCO,Alpine,14.0,10.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:14.206000,0 days 00:01:16.174550,5
SAR,Williams,19.0,11.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:15.738000,0 days 00:01:16.697048387,4
HUL,Haas F1 Team,11.0,12.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:15.036000,0 days 00:01:16.751548387,4
RIC,AlphaTauri,17.0,13.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:13.866000,0 days 00:01:16.134841269,4
PIA,McLaren,10.0,14.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:14.310000,0 days 00:01:16.272887096,4
RUS,Mercedes,8.0,15.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:14.934000,0 days 00:01:16.597229166,4
BOT,Alfa Romeo,18.0,16.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:15.731000,0 days 00:01:17.035375,3
ZHO,Alfa Romeo,20.0,17.0,São Paulo Grand Prix,Brazil,2023,0 days 00:01:16.232000,0 days 00:01:17.404812500,3
MAG,Haas F1 Team,12.0,18.0,São Paulo Grand Prix,Brazil,2023,,,0
ALB,Williams,13.0,19.0,São Paulo Grand Prix,Brazil,2023,,,0
LEC,Ferrari,2.0,20.0,São Paulo Grand Prix,Brazil,2023,,,0
