Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,2.0,1.0,British Grand Prix,Great Britain,2019,0 days 00:01:27.369000,0 days 00:01:29.895510638,1
BOT,Mercedes,1.0,2.0,British Grand Prix,Great Britain,2019,0 days 00:01:27.406000,0 days 00:01:29.958711111,2
LEC,Ferrari,3.0,3.0,British Grand Prix,Great Britain,2019,0 days 00:01:29.313000,0 days 00:01:30.657978260,2
GAS,Red Bull Racing,5.0,4.0,British Grand Prix,Great Britain,2019,0 days 00:01:29.544000,0 days 00:01:30.860347826,1
VER,Red Bull Racing,4.0,5.0,British Grand Prix,Great Britain,2019,0 days 00:01:29.272000,0 days 00:01:30.599977777,2
SAI,McLaren,13.0,6.0,British Grand Prix,Great Britain,2019,0 days 00:01:29.757000,0 days 00:01:31.602170212,1
RIC,Renault,7.0,7.0,British Grand Prix,Great Britain,2019,0 days 00:01:29.624000,0 days 00:01:31.441347826,2
RAI,Alfa Romeo Racing,12.0,8.0,British Grand Prix,Great Britain,2019,0 days 00:01:30.034000,0 days 00:01:31.949913043,1
KVY,Toro Rosso,17.0,9.0,British Grand Prix,Great Britain,2019,0 days 00:01:29.910000,0 days 00:01:31.896086956,2
HUL,Renault,10.0,10.0,British Grand Prix,Great Britain,2019,0 days 00:01:29.949000,0 days 00:01:31.966260869,1
NOR,McLaren,8.0,11.0,British Grand Prix,Great Britain,2019,0 days 00:01:29.636000,0 days 00:01:31.497911111,2
ALB,Toro Rosso,9.0,12.0,British Grand Prix,Great Britain,2019,0 days 00:01:30.872000,0 days 00:01:32.008217391,1
STR,Racing Point,18.0,13.0,British Grand Prix,Great Britain,2019,0 days 00:01:29.390000,0 days 00:01:31.764733333,2
RUS,Williams,19.0,14.0,British Grand Prix,Great Britain,2019,0 days 00:01:31.013000,0 days 00:01:33.219565217,1
KUB,Williams,20.0,15.0,British Grand Prix,Great Britain,2019,0 days 00:01:31.509000,0 days 00:01:33.563065217,1
VET,Ferrari,6.0,16.0,British Grand Prix,Great Britain,2019,0 days 00:01:28.733000,0 days 00:01:30.782953488,2
PER,Racing Point,15.0,17.0,British Grand Prix,Great Britain,2019,0 days 00:01:29.456000,0 days 00:01:31.761952380,3
GIO,Alfa Romeo Racing,11.0,18.0,British Grand Prix,Great Britain,2019,0 days 00:01:32.464000,0 days 00:01:33.440294117,0
GRO,Haas F1 Team,14.0,19.0,British Grand Prix,Great Britain,2019,0 days 00:01:34.350000,0 days 00:01:35.169833333,1
MAG,Haas F1 Team,16.0,20.0,British Grand Prix,Great Britain,2019,0 days 00:01:33.425000,0 days 00:01:34.510333333,1
