Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,2.0,1.0,Russian Grand Prix,Russia,2018,0 days 00:01:35.916000,0 days 00:01:38.449078431,2
BOT,Mercedes,1.0,2.0,Russian Grand Prix,Russia,2018,0 days 00:01:35.861000,0 days 00:01:38.513392156,2
VET,Ferrari,3.0,3.0,Russian Grand Prix,Russia,2018,0 days 00:01:35.990000,0 days 00:01:38.553960,2
RAI,Ferrari,4.0,4.0,Russian Grand Prix,Russia,2018,0 days 00:01:36.611000,0 days 00:01:38.693460,2
VER,Red Bull Racing,19.0,5.0,Russian Grand Prix,Russia,2018,0 days 00:01:36.283000,0 days 00:01:38.967078431,2
RIC,Red Bull Racing,18.0,6.0,Russian Grand Prix,Russia,2018,0 days 00:01:36.345000,0 days 00:01:39.381000,2
LEC,Sauber,7.0,7.0,Russian Grand Prix,Russia,2018,0 days 00:01:38.107000,0 days 00:01:40.199960,2
MAG,Haas F1 Team,5.0,8.0,Russian Grand Prix,Russia,2018,0 days 00:01:38.015000,0 days 00:01:40.518428571,2
OCO,Racing Point,6.0,9.0,Russian Grand Prix,Russia,2018,0 days 00:01:38.366000,0 days 00:01:40.674500,2
PER,Racing Point,8.0,10.0,Russian Grand Prix,Russia,2018,0 days 00:01:38.300000,0 days 00:01:40.655632653,2
GRO,Haas F1 Team,9.0,11.0,Russian Grand Prix,Russia,2018,0 days 00:01:38.244000,0 days 00:01:40.708354166,2
HUL,Renault,12.0,12.0,Russian Grand Prix,Russia,2018,0 days 00:01:39.108000,0 days 00:01:41.113920,2
ERI,Sauber,10.0,13.0,Russian Grand Prix,Russia,2018,0 days 00:01:37.931000,0 days 00:01:41.002020833,3
ALO,McLaren,16.0,14.0,Russian Grand Prix,Russia,2018,0 days 00:01:39.590000,0 days 00:01:41.608959183,2
STR,Williams,14.0,15.0,Russian Grand Prix,Russia,2018,0 days 00:01:39.435000,0 days 00:01:41.599326530,2
VAN,McLaren,15.0,16.0,Russian Grand Prix,Russia,2018,0 days 00:01:39.922000,0 days 00:01:42.061680851,2
SAI,Renault,11.0,17.0,Russian Grand Prix,Russia,2018,0 days 00:01:39.731000,0 days 00:01:42.484040816,2
SIR,Williams,13.0,18.0,Russian Grand Prix,Russia,2018,0 days 00:01:39.838000,0 days 00:01:41.878466666,2
GAS,Toro Rosso,17.0,19.0,Russian Grand Prix,Russia,2018,0 days 00:01:44.071000,0 days 00:01:44.977000,1
HAR,Toro Rosso,20.0,20.0,Russian Grand Prix,Russia,2018,0 days 00:01:45.852000,0 days 00:01:47.073000,2
