Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
PER,Red Bull Racing,6.0,1.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:44.687000,0 days 00:01:46.359175,3
VET,Aston Martin,11.0,2.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:44.890000,0 days 00:01:47.017625,3
GAS,AlphaTauri,4.0,3.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:45.220000,0 days 00:01:47.099175,3
LEC,Ferrari,1.0,4.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:45.382000,0 days 00:01:47.281150,3
NOR,McLaren,9.0,5.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:45.326000,0 days 00:01:47.238333333,3
ALO,Alpine,8.0,6.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:45.624000,0 days 00:01:47.778837837,4
TSU,AlphaTauri,7.0,7.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:44.939000,0 days 00:01:47.093948717,3
SAI,Ferrari,5.0,8.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:45.700000,0 days 00:01:47.318131578,3
RIC,McLaren,13.0,9.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:45.713000,0 days 00:01:47.487948717,3
RAI,Alfa Romeo Racing,14.0,10.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:45.601000,0 days 00:01:47.875189189,3
GIO,Alfa Romeo Racing,20.0,11.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:45.575000,0 days 00:01:47.704135135,4
BOT,Mercedes,10.0,12.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:45.665000,0 days 00:01:47.490692307,3
MSC,Haas F1 Team,17.0,13.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:47.624000,0 days 00:01:49.062342105,5
MAZ,Haas F1 Team,18.0,14.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:47.747000,0 days 00:01:49.619942857,6
HAM,Mercedes,2.0,15.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:44.769000,0 days 00:01:46.594650,3
LAT,Williams,16.0,16.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:46.608000,0 days 00:01:48.365945945,2
RUS,Williams,15.0,17.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:45.959000,0 days 00:01:48.092783783,3
VER,Red Bull Racing,3.0,18.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:44.481000,0 days 00:01:46.231736842,1
STR,Aston Martin,19.0,19.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:46.207000,0 days 00:01:47.536035714,0
OCO,Alpine,12.0,20.0,Azerbaijan Grand Prix,Azerbaijan,2021,0 days 00:01:50.850000,0 days 00:01:50.850000,0
