Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,1.0,1.0,Austrian Grand Prix,Austria,2021,0 days 00:01:06.200000,0 days 00:01:08.787781250,2
BOT,Mercedes,5.0,2.0,Austrian Grand Prix,Austria,2021,0 days 00:01:08.374000,0 days 00:01:09.312439393,1
NOR,McLaren,2.0,3.0,Austrian Grand Prix,Austria,2021,0 days 00:01:08.471000,0 days 00:01:09.278727272,1
HAM,Mercedes,4.0,4.0,Austrian Grand Prix,Austria,2021,0 days 00:01:08.126000,0 days 00:01:09.441250,2
SAI,Ferrari,10.0,5.0,Austrian Grand Prix,Austria,2021,0 days 00:01:07.762000,0 days 00:01:09.766421875,1
PER,Red Bull Racing,3.0,6.0,Austrian Grand Prix,Austria,2021,0 days 00:01:08.192000,0 days 00:01:09.687200,1
RIC,McLaren,13.0,7.0,Austrian Grand Prix,Austria,2021,0 days 00:01:08.820000,0 days 00:01:09.996119402,1
LEC,Ferrari,12.0,8.0,Austrian Grand Prix,Austria,2021,0 days 00:01:08.698000,0 days 00:01:09.949060606,1
GAS,AlphaTauri,6.0,9.0,Austrian Grand Prix,Austria,2021,0 days 00:01:08.146000,0 days 00:01:09.640140625,2
ALO,Alpine,14.0,10.0,Austrian Grand Prix,Austria,2021,0 days 00:01:08.405000,0 days 00:01:10.143578125,1
RUS,Williams,8.0,11.0,Austrian Grand Prix,Austria,2021,0 days 00:01:08.900000,0 days 00:01:10.314230769,1
TSU,AlphaTauri,7.0,12.0,Austrian Grand Prix,Austria,2021,0 days 00:01:08.455000,0 days 00:01:10.066906250,2
STR,Aston Martin,9.0,13.0,Austrian Grand Prix,Austria,2021,0 days 00:01:08.659000,0 days 00:01:10.181412698,2
GIO,Alfa Romeo Racing,15.0,14.0,Austrian Grand Prix,Austria,2021,0 days 00:01:09.042000,0 days 00:01:10.417578125,2
RAI,Alfa Romeo Racing,16.0,15.0,Austrian Grand Prix,Austria,2021,0 days 00:01:08.520000,0 days 00:01:10.245000,1
LAT,Williams,18.0,16.0,Austrian Grand Prix,Austria,2021,0 days 00:01:08.874000,0 days 00:01:10.627140625,1
VET,Aston Martin,11.0,17.0,Austrian Grand Prix,Austria,2021,0 days 00:01:08.420000,0 days 00:01:10.109047619,2
MSC,Haas F1 Team,19.0,18.0,Austrian Grand Prix,Austria,2021,0 days 00:01:09.394000,0 days 00:01:11.160453125,1
MAZ,Haas F1 Team,20.0,19.0,Austrian Grand Prix,Austria,2021,0 days 00:01:09.757000,0 days 00:01:11.625873015,2
OCO,Alpine,17.0,20.0,Austrian Grand Prix,Austria,2021,,,0
