Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,1.0,1.0,United States Grand Prix,United States,2021,0 days 00:01:39.096000,0 days 00:01:40.519792452,2
HAM,Mercedes,2.0,2.0,United States Grand Prix,United States,2021,0 days 00:01:38.485000,0 days 00:01:40.492811320,2
PER,Red Bull Racing,3.0,3.0,United States Grand Prix,United States,2021,0 days 00:01:39.566000,0 days 00:01:41.307547169,2
LEC,Ferrari,4.0,4.0,United States Grand Prix,United States,2021,0 days 00:01:39.303000,0 days 00:01:41.438018867,2
RIC,McLaren,6.0,5.0,United States Grand Prix,United States,2021,0 days 00:01:40.345000,0 days 00:01:41.886245283,2
BOT,Mercedes,9.0,6.0,United States Grand Prix,United States,2021,0 days 00:01:40.147000,0 days 00:01:41.721176470,2
SAI,Ferrari,5.0,7.0,United States Grand Prix,United States,2021,0 days 00:01:40.377000,0 days 00:01:41.875788461,2
NOR,McLaren,7.0,8.0,United States Grand Prix,United States,2021,0 days 00:01:40.228000,0 days 00:01:41.883000,2
TSU,AlphaTauri,10.0,9.0,United States Grand Prix,United States,2021,0 days 00:01:41.151000,0 days 00:01:42.793745098,2
VET,Aston Martin,18.0,10.0,United States Grand Prix,United States,2021,0 days 00:01:40.481000,0 days 00:01:42.795274509,2
GIO,Alfa Romeo Racing,12.0,11.0,United States Grand Prix,United States,2021,0 days 00:01:40.792000,0 days 00:01:43.037961538,2
STR,Aston Martin,13.0,12.0,United States Grand Prix,United States,2021,0 days 00:01:41.189000,0 days 00:01:43.262176470,2
RAI,Alfa Romeo Racing,15.0,13.0,United States Grand Prix,United States,2021,0 days 00:01:41.340000,0 days 00:01:43.114420,2
RUS,Williams,20.0,14.0,United States Grand Prix,United States,2021,0 days 00:01:41.120000,0 days 00:01:43.398823529,2
LAT,Williams,14.0,15.0,United States Grand Prix,United States,2021,0 days 00:01:41.818000,0 days 00:01:43.807057692,2
MSC,Haas F1 Team,16.0,16.0,United States Grand Prix,United States,2021,0 days 00:01:41.395000,0 days 00:01:44.051102040,2
MAZ,Haas F1 Team,17.0,17.0,United States Grand Prix,United States,2021,0 days 00:01:42.886000,0 days 00:01:45.180645833,3
ALO,Alpine,19.0,18.0,United States Grand Prix,United States,2021,0 days 00:01:40.067000,0 days 00:01:42.814568181,3
OCO,Alpine,11.0,19.0,United States Grand Prix,United States,2021,0 days 00:01:42.194000,0 days 00:01:43.812583333,2
GAS,AlphaTauri,8.0,20.0,United States Grand Prix,United States,2021,0 days 00:01:42.015000,0 days 00:01:44.137636363,1
