Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
PER,Red Bull Racing,1.0,1.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:32.188000,0 days 00:01:33.540510638,1
VER,Red Bull Racing,15.0,2.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:31.906000,0 days 00:01:33.845847826,1
ALO,Aston Martin,2.0,3.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:32.240000,0 days 00:01:34.095723404,1
RUS,Mercedes,3.0,4.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:32.433000,0 days 00:01:34.371914893,1
HAM,Mercedes,7.0,5.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:32.941000,0 days 00:01:34.632521739,1
SAI,Ferrari,4.0,6.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:32.822000,0 days 00:01:34.593886363,1
LEC,Ferrari,12.0,7.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:33.056000,0 days 00:01:34.756311111,1
OCO,Alpine,6.0,8.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:33.222000,0 days 00:01:35.137755555,1
GAS,Alpine,9.0,9.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:33.392000,0 days 00:01:35.182954545,1
MAG,Haas F1 Team,13.0,10.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:33.374000,0 days 00:01:35.396045454,1
TSU,AlphaTauri,16.0,11.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:33.931000,0 days 00:01:35.512044444,1
HUL,Haas F1 Team,10.0,12.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:33.780000,0 days 00:01:35.606454545,1
ZHO,Alfa Romeo,11.0,13.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:33.894000,0 days 00:01:35.603681818,2
DEV,AlphaTauri,18.0,14.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:33.609000,0 days 00:01:35.735931818,1
PIA,McLaren,8.0,15.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:34.287000,0 days 00:01:35.656068181,1
SAR,Williams,20.0,16.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:34.469000,0 days 00:01:36.063577777,1
NOR,McLaren,19.0,17.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:34.122000,0 days 00:01:35.717604651,2
BOT,Alfa Romeo,14.0,18.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:34.384000,0 days 00:01:36.578142857,3
ALB,Williams,17.0,19.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:35.567000,0 days 00:01:36.849523809,1
STR,Aston Martin,5.0,20.0,Saudi Arabian Grand Prix,Saudi Arabia,2023,0 days 00:01:35.140000,0 days 00:01:36.191933333,1
