Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,2.0,1.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:45.412000,0 days 00:01:46.797057142,3
RAI,Ferrari,6.0,2.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:46.523000,0 days 00:01:48.191648648,2
PER,Force India,8.0,3.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:46.206000,0 days 00:01:48.435162162,3
VET,Ferrari,1.0,4.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:45.530000,0 days 00:01:47.219783783,3
SAI,Renault,9.0,5.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:46.856000,0 days 00:01:48.327914285,3
LEC,Sauber,13.0,6.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:47.403000,0 days 00:01:48.722305555,3
ALO,McLaren,12.0,7.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:47.449000,0 days 00:01:49.381297297,2
STR,Williams,10.0,8.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:46.815000,0 days 00:01:48.876194444,3
VAN,McLaren,16.0,9.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:47.666000,0 days 00:01:50.440852941,5
HAR,Toro Rosso,19.0,10.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:48.288000,0 days 00:01:50.677611111,3
ERI,Sauber,18.0,11.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:47.925000,0 days 00:01:50.575451612,4
GAS,Toro Rosso,17.0,12.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:48.035000,0 days 00:01:50.669600,3
MAG,Haas F1 Team,15.0,13.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:48.155000,0 days 00:01:50.612861111,2
BOT,Mercedes,3.0,14.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:45.149000,0 days 00:01:46.891558823,2
GRO,Haas F1 Team,20.0,15.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:46.880000,0 days 00:01:48.669606060,3
VER,Red Bull Racing,5.0,16.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:45.771000,0 days 00:01:47.793562500,2
RIC,Red Bull Racing,4.0,17.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:45.419000,0 days 00:01:47.729062500,2
HUL,Renault,14.0,18.0,Azerbaijan Grand Prix,Azerbaijan,2018,0 days 00:01:48.867000,0 days 00:01:50.290750,1
OCO,Force India,7.0,19.0,Azerbaijan Grand Prix,Azerbaijan,2018,,,0
SIR,Williams,11.0,20.0,Azerbaijan Grand Prix,Azerbaijan,2018,,,0
