Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,2.0,1.0,Chinese Grand Prix,China,2019,0 days 00:01:35.892000,0 days 00:01:37.549980392,2
BOT,Mercedes,1.0,2.0,Chinese Grand Prix,China,2019,0 days 00:01:34.872000,0 days 00:01:37.671313725,2
VET,Ferrari,3.0,3.0,Chinese Grand Prix,China,2019,0 days 00:01:34.836000,0 days 00:01:37.650800,2
VER,Red Bull Racing,5.0,4.0,Chinese Grand Prix,China,2019,0 days 00:01:36.143000,0 days 00:01:37.895300,2
LEC,Ferrari,4.0,5.0,Chinese Grand Prix,China,2019,0 days 00:01:34.860000,0 days 00:01:37.944180,2
GAS,Red Bull Racing,6.0,6.0,Chinese Grand Prix,China,2019,0 days 00:01:34.742000,0 days 00:01:38.616875,3
RIC,Renault,7.0,7.0,Chinese Grand Prix,China,2019,0 days 00:01:38.632000,0 days 00:01:39.939269230,1
PER,Racing Point,12.0,8.0,Chinese Grand Prix,China,2019,0 days 00:01:38.702000,0 days 00:01:39.947711538,1
RAI,Alfa Romeo Racing,13.0,9.0,Chinese Grand Prix,China,2019,0 days 00:01:37.812000,0 days 00:01:39.925823529,1
ALB,Toro Rosso,0.0,10.0,Chinese Grand Prix,China,2019,0 days 00:01:38.901000,0 days 00:01:40.273433962,1
GRO,Haas F1 Team,10.0,11.0,Chinese Grand Prix,China,2019,0 days 00:01:36.873000,0 days 00:01:39.753306122,2
STR,Racing Point,16.0,12.0,Chinese Grand Prix,China,2019,0 days 00:01:36.678000,0 days 00:01:39.879000,2
MAG,Haas F1 Team,9.0,13.0,Chinese Grand Prix,China,2019,0 days 00:01:37.471000,0 days 00:01:39.911081632,2
SAI,McLaren,14.0,14.0,Chinese Grand Prix,China,2019,0 days 00:01:37.502000,0 days 00:01:39.665980392,2
GIO,Alfa Romeo Racing,19.0,15.0,Chinese Grand Prix,China,2019,0 days 00:01:38.048000,0 days 00:01:40.067520,2
RUS,Williams,17.0,16.0,Chinese Grand Prix,China,2019,0 days 00:01:37.283000,0 days 00:01:41.370957446,2
KUB,Williams,18.0,17.0,Chinese Grand Prix,China,2019,0 days 00:01:39.772000,0 days 00:01:42.012294117,1
NOR,McLaren,15.0,18.0,Chinese Grand Prix,China,2019,0 days 00:01:38.346000,0 days 00:01:40.002863636,3
KVY,Toro Rosso,11.0,19.0,Chinese Grand Prix,China,2019,0 days 00:01:37.975000,0 days 00:01:40.142382352,3
HUL,Renault,8.0,20.0,Chinese Grand Prix,China,2019,0 days 00:01:39.677000,0 days 00:01:41.579461538,1
