Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,1.0,1.0,Canadian Grand Prix,Canada,2023,0 days 00:01:15.594000,0 days 00:01:16.645419354,2
ALO,Aston Martin,2.0,2.0,Canadian Grand Prix,Canada,2023,0 days 00:01:15.779000,0 days 00:01:16.817177419,2
HAM,Mercedes,3.0,3.0,Canadian Grand Prix,Canada,2023,0 days 00:01:15.396000,0 days 00:01:16.899870967,2
LEC,Ferrari,10.0,4.0,Canadian Grand Prix,Canada,2023,0 days 00:01:15.907000,0 days 00:01:17.111854838,1
SAI,Ferrari,11.0,5.0,Canadian Grand Prix,Canada,2023,0 days 00:01:15.911000,0 days 00:01:17.140483870,1
PER,Red Bull Racing,12.0,6.0,Canadian Grand Prix,Canada,2023,0 days 00:01:14.481000,0 days 00:01:17.266847457,2
ALB,Williams,9.0,7.0,Canadian Grand Prix,Canada,2023,0 days 00:01:16.917000,0 days 00:01:17.995095238,1
OCO,Alpine,6.0,8.0,Canadian Grand Prix,Canada,2023,0 days 00:01:16.782000,0 days 00:01:17.699193548,2
STR,Aston Martin,16.0,9.0,Canadian Grand Prix,Canada,2023,0 days 00:01:16.564000,0 days 00:01:17.719983606,2
BOT,Alfa Romeo,14.0,10.0,Canadian Grand Prix,Canada,2023,0 days 00:01:16.625000,0 days 00:01:17.860370967,1
PIA,McLaren,8.0,11.0,Canadian Grand Prix,Canada,2023,0 days 00:01:16.598000,0 days 00:01:17.798790322,2
GAS,Alpine,15.0,12.0,Canadian Grand Prix,Canada,2023,0 days 00:01:16.425000,0 days 00:01:17.688016666,2
NOR,McLaren,7.0,13.0,Canadian Grand Prix,Canada,2023,0 days 00:01:16.374000,0 days 00:01:17.792790322,2
TSU,AlphaTauri,19.0,14.0,Canadian Grand Prix,Canada,2023,0 days 00:01:16.666000,0 days 00:01:17.770081967,2
HUL,Haas F1 Team,5.0,15.0,Canadian Grand Prix,Canada,2023,0 days 00:01:17.232000,0 days 00:01:18.258516666,2
ZHO,Alfa Romeo,20.0,16.0,Canadian Grand Prix,Canada,2023,0 days 00:01:17.090000,0 days 00:01:18.226016666,2
MAG,Haas F1 Team,13.0,17.0,Canadian Grand Prix,Canada,2023,0 days 00:01:16.126000,0 days 00:01:18.053724137,2
DEV,AlphaTauri,17.0,18.0,Canadian Grand Prix,Canada,2023,0 days 00:01:16.656000,0 days 00:01:18.209586206,2
RUS,Mercedes,4.0,19.0,Canadian Grand Prix,Canada,2023,0 days 00:01:17.097000,0 days 00:01:18.029978260,1
SAR,Williams,18.0,20.0,Canadian Grand Prix,Canada,2023,0 days 00:01:18.437000,0 days 00:01:19.407800,0
