Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,1.0,1.0,Spanish Grand Prix,Spain,2023,0 days 00:01:16.330000,0 days 00:01:19.207459016,2
HAM,Mercedes,4.0,2.0,Spanish Grand Prix,Spain,2023,0 days 00:01:16.676000,0 days 00:01:19.512786885,2
RUS,Mercedes,12.0,3.0,Spanish Grand Prix,Spain,2023,0 days 00:01:17.875000,0 days 00:01:19.702919354,2
PER,Red Bull Racing,11.0,4.0,Spanish Grand Prix,Spain,2023,0 days 00:01:16.666000,0 days 00:01:19.694721311,2
SAI,Ferrari,2.0,5.0,Spanish Grand Prix,Spain,2023,0 days 00:01:18.403000,0 days 00:01:19.854622950,2
STR,Aston Martin,5.0,6.0,Spanish Grand Prix,Spain,2023,0 days 00:01:18.722000,0 days 00:01:20.078311475,2
ALO,Aston Martin,8.0,7.0,Spanish Grand Prix,Spain,2023,0 days 00:01:18.083000,0 days 00:01:20.121016393,2
OCO,Alpine,6.0,8.0,Spanish Grand Prix,Spain,2023,0 days 00:01:18.946000,0 days 00:01:20.241532258,2
ZHO,Alfa Romeo,13.0,9.0,Spanish Grand Prix,Spain,2023,0 days 00:01:18.753000,0 days 00:01:20.145114754,2
GAS,Alpine,10.0,10.0,Spanish Grand Prix,Spain,2023,0 days 00:01:18.375000,0 days 00:01:20.143754098,2
LEC,Ferrari,19.0,11.0,Spanish Grand Prix,Spain,2023,0 days 00:01:18.357000,0 days 00:01:20.178483870,2
TSU,AlphaTauri,15.0,12.0,Spanish Grand Prix,Spain,2023,0 days 00:01:18.904000,0 days 00:01:20.156704918,2
PIA,McLaren,9.0,13.0,Spanish Grand Prix,Spain,2023,0 days 00:01:18.679000,0 days 00:01:20.459147540,2
DEV,AlphaTauri,14.0,14.0,Spanish Grand Prix,Spain,2023,0 days 00:01:18.594000,0 days 00:01:20.383916666,2
HUL,Haas F1 Team,7.0,15.0,Spanish Grand Prix,Spain,2023,0 days 00:01:18.776000,0 days 00:01:20.171224137,3
ALB,Williams,18.0,16.0,Spanish Grand Prix,Spain,2023,0 days 00:01:19.133000,0 days 00:01:20.653350,2
NOR,McLaren,3.0,17.0,Spanish Grand Prix,Spain,2023,0 days 00:01:17.182000,0 days 00:01:20.223406779,3
MAG,Haas F1 Team,17.0,18.0,Spanish Grand Prix,Spain,2023,0 days 00:01:18.069000,0 days 00:01:20.458086206,3
BOT,Alfa Romeo,16.0,19.0,Spanish Grand Prix,Spain,2023,0 days 00:01:18.242000,0 days 00:01:20.970100,2
SAR,Williams,20.0,20.0,Spanish Grand Prix,Spain,2023,0 days 00:01:19.247000,0 days 00:01:21.006183333,2
