Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,14.0,1.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:49.354000,0 days 00:01:52.384750,2
PER,Red Bull Racing,2.0,2.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:50.764000,0 days 00:01:53.072763157,2
SAI,Ferrari,1.0,3.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:51.977000,0 days 00:01:53.345102564,2
RUS,Mercedes,5.0,4.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:50.793000,0 days 00:01:53.329947368,2
ALO,Alpine,3.0,5.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:52.868000,0 days 00:01:54.571564102,2
LEC,Ferrari,15.0,6.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:49.984000,0 days 00:01:53.913444444,3
OCO,Alpine,16.0,7.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:51.717000,0 days 00:01:54.304243243,2
VET,Aston Martin,10.0,8.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:52.515000,0 days 00:01:54.525684210,2
GAS,AlphaTauri,0.0,9.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:53.002000,0 days 00:01:54.659081081,2
ALB,Williams,6.0,10.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:53.055000,0 days 00:01:54.945783783,2
STR,Aston Martin,9.0,11.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:52.880000,0 days 00:01:55.107552631,2
NOR,McLaren,17.0,12.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:51.678000,0 days 00:01:54.970162162,2
TSU,AlphaTauri,0.0,13.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:52.436000,0 days 00:01:54.916421052,2
ZHO,Alfa Romeo,18.0,14.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:52.317000,0 days 00:01:55.156447368,2
RIC,McLaren,7.0,15.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:53.080000,0 days 00:01:55.307236842,2
MAG,Haas F1 Team,12.0,16.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:53.332000,0 days 00:01:55.227750,2
MSC,Haas F1 Team,19.0,17.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:52.212000,0 days 00:01:55.205916666,2
LAT,Williams,11.0,18.0,Belgian Grand Prix,Belgium,2022,0 days 00:01:52.256000,0 days 00:01:55.393166666,3
BOT,Alfa Romeo,13.0,19.0,Belgian Grand Prix,Belgium,2022,0 days 00:02:05.651000,0 days 00:02:05.651000,0
HAM,Mercedes,4.0,20.0,Belgian Grand Prix,Belgium,2022,,,0
