Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,2.0,1.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:20.504000,0 days 00:01:23.425092307,2
NOR,McLaren,3.0,2.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:22.178000,0 days 00:01:24.041104477,2
PER,Red Bull Racing,9.0,3.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:22.295000,0 days 00:01:24.033791044,2
HAM,Mercedes,1.0,4.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:21.601000,0 days 00:01:23.985090909,2
PIA,McLaren,4.0,5.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:22.736000,0 days 00:01:24.446507462,2
RUS,Mercedes,18.0,6.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:22.158000,0 days 00:01:24.326984848,2
LEC,Ferrari,6.0,7.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:22.469000,0 days 00:01:24.385955223,2
SAI,Ferrari,11.0,8.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:22.584000,0 days 00:01:24.452590909,2
ALO,Aston Martin,8.0,9.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:22.745000,0 days 00:01:24.528537313,2
STR,Aston Martin,14.0,10.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:23.425000,0 days 00:01:24.861575757,2
ALB,Williams,16.0,11.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:24.051000,0 days 00:01:25.071000,2
BOT,Alfa Romeo,7.0,12.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:23.651000,0 days 00:01:25.076090909,2
RIC,AlphaTauri,13.0,13.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:23.934000,0 days 00:01:25.143363636,2
HUL,Haas F1 Team,10.0,14.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:23.573000,0 days 00:01:25.431863636,2
TSU,AlphaTauri,17.0,15.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:23.269000,0 days 00:01:25.301876923,2
ZHO,Alfa Romeo,5.0,16.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:23.743000,0 days 00:01:25.387272727,2
MAG,Haas F1 Team,19.0,17.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:23.864000,0 days 00:01:25.869560606,2
SAR,Williams,20.0,18.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:23.496000,0 days 00:01:25.390936507,2
OCO,Alpine,12.0,19.0,Hungarian Grand Prix,Hungary,2023,0 days 00:01:41.181000,0 days 00:01:44.073000,0
GAS,Alpine,15.0,20.0,Hungarian Grand Prix,Hungary,2023,0 days 00:02:04.981000,0 days 00:02:04.981000,0
