Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
BOT,Mercedes,3.0,1.0,Russian Grand Prix,Russia,2020,0 days 00:01:37.030000,0 days 00:01:39.320977777,1
VER,Red Bull Racing,2.0,2.0,Russian Grand Prix,Russia,2020,0 days 00:01:37.332000,0 days 00:01:39.486333333,1
HAM,Mercedes,1.0,3.0,Russian Grand Prix,Russia,2020,0 days 00:01:38.075000,0 days 00:01:39.709500,1
PER,Racing Point,4.0,4.0,Russian Grand Prix,Russia,2020,0 days 00:01:38.141000,0 days 00:01:39.959155555,1
RIC,Renault,5.0,5.0,Russian Grand Prix,Russia,2020,0 days 00:01:37.886000,0 days 00:01:40.231422222,1
LEC,Ferrari,10.0,6.0,Russian Grand Prix,Russia,2020,0 days 00:01:39.053000,0 days 00:01:40.846652173,1
OCO,Renault,7.0,7.0,Russian Grand Prix,Russia,2020,0 days 00:01:39.216000,0 days 00:01:40.825511111,1
KVY,AlphaTauri,11.0,8.0,Russian Grand Prix,Russia,2020,0 days 00:01:39.133000,0 days 00:01:40.868956521,1
GAS,AlphaTauri,9.0,9.0,Russian Grand Prix,Russia,2020,0 days 00:01:37.231000,0 days 00:01:40.805681818,2
ALB,Red Bull Racing,15.0,10.0,Russian Grand Prix,Russia,2020,0 days 00:01:38.377000,0 days 00:01:40.985093023,2
GIO,Alfa Romeo Racing,17.0,11.0,Russian Grand Prix,Russia,2020,0 days 00:01:39.766000,0 days 00:01:41.660795454,1
MAG,Haas F1 Team,18.0,12.0,Russian Grand Prix,Russia,2020,0 days 00:01:40.380000,0 days 00:01:41.791311111,1
VET,Ferrari,14.0,13.0,Russian Grand Prix,Russia,2020,0 days 00:01:39.588000,0 days 00:01:41.715522727,1
RAI,Alfa Romeo Racing,19.0,14.0,Russian Grand Prix,Russia,2020,0 days 00:01:38.858000,0 days 00:01:41.676613636,1
NOR,McLaren,8.0,15.0,Russian Grand Prix,Russia,2020,0 days 00:01:37.377000,0 days 00:01:41.265054054,2
LAT,Williams,20.0,16.0,Russian Grand Prix,Russia,2020,0 days 00:01:41.044000,0 days 00:01:42.457386363,1
GRO,Haas F1 Team,16.0,17.0,Russian Grand Prix,Russia,2020,0 days 00:01:39.614000,0 days 00:01:41.942604651,2
RUS,Williams,13.0,18.0,Russian Grand Prix,Russia,2020,0 days 00:01:37.352000,0 days 00:01:41.731545454,3
SAI,McLaren,6.0,19.0,Russian Grand Prix,Russia,2020,,,0
STR,Racing Point,12.0,20.0,Russian Grand Prix,Russia,2020,,,0
