Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,1.0,1.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:30.734000,0 days 00:01:32.670272727,3
VER,Red Bull Racing,3.0,2.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:31.488000,0 days 00:01:33.018030303,2
BOT,Mercedes,2.0,3.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:31.408000,0 days 00:01:33.479500,3
OCO,Alpine,9.0,4.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:31.797000,0 days 00:01:33.831343750,2
RIC,McLaren,11.0,5.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:32.716000,0 days 00:01:34.252454545,2
GAS,AlphaTauri,6.0,6.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:32.297000,0 days 00:01:34.176969696,2
LEC,Ferrari,4.0,7.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:31.601000,0 days 00:01:33.348272727,3
SAI,Ferrari,15.0,8.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:31.851000,0 days 00:01:33.746121212,2
GIO,Alfa Romeo Racing,10.0,9.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:32.865000,0 days 00:01:34.446363636,2
NOR,McLaren,7.0,10.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:31.914000,0 days 00:01:33.926666666,3
STR,Aston Martin,18.0,11.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:32.804000,0 days 00:01:34.689031250,3
LAT,Williams,16.0,12.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:32.751000,0 days 00:01:34.838483870,3
ALO,Alpine,13.0,13.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:31.633000,0 days 00:01:34.958366666,4
TSU,AlphaTauri,8.0,14.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:32.506000,0 days 00:01:34.281677419,3
RAI,Alfa Romeo Racing,12.0,15.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:32.778000,0 days 00:01:34.995733333,3
VET,Aston Martin,17.0,16.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:34.030000,0 days 00:01:35.333200,2
PER,Red Bull Racing,5.0,17.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:34.138000,0 days 00:01:35.059000,2
MAZ,Haas F1 Team,20.0,18.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:37.043000,0 days 00:01:37.983714285,1
RUS,Williams,14.0,19.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:36.130000,0 days 00:01:37.810250,2
MSC,Haas F1 Team,19.0,20.0,Saudi Arabian Grand Prix,Saudi Arabia,2021,0 days 00:01:36.043000,0 days 00:01:37.310571428,0
