Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
VER,Red Bull Racing,3.0,1.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:18.999000,0 days 00:01:20.695692307,1
HAM,Mercedes,2.0,2.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:19.820000,0 days 00:01:20.956560606,1
PER,Red Bull Racing,4.0,3.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:19.468000,0 days 00:01:20.995227272,1
GAS,AlphaTauri,5.0,4.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:20.510000,0 days 00:01:21.660136363,1
LEC,Ferrari,8.0,5.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:20.665000,0 days 00:01:21.920242424,1
SAI,Ferrari,6.0,6.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:20.081000,0 days 00:01:21.847421875,1
VET,Aston Martin,9.0,7.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:20.460000,0 days 00:01:22.072815384,1
RAI,Alfa Romeo Racing,10.0,8.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:20.713000,0 days 00:01:22.123061538,1
ALO,Alpine,12.0,9.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:20.711000,0 days 00:01:22.213815384,1
NOR,McLaren,18.0,10.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:20.617000,0 days 00:01:22.237092307,1
GIO,Alfa Romeo Racing,11.0,11.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:21.523000,0 days 00:01:22.823123076,1
RIC,McLaren,7.0,12.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:21.069000,0 days 00:01:22.678593750,2
OCO,Alpine,19.0,13.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:21.348000,0 days 00:01:22.893406250,1
STR,Aston Martin,20.0,14.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:20.930000,0 days 00:01:22.613650,2
BOT,Mercedes,1.0,15.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:17.774000,0 days 00:01:21.779219512,4
RUS,Williams,16.0,16.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:22.016000,0 days 00:01:23.623241935,1
LAT,Williams,13.0,17.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:21.546000,0 days 00:01:23.560677419,2
MAZ,Haas F1 Team,15.0,18.0,Mexico City Grand Prix,Mexico,2021,0 days 00:01:21.402000,0 days 00:01:24.362648148,2
MSC,Haas F1 Team,14.0,19.0,Mexico City Grand Prix,Mexico,2021,,,0
TSU,AlphaTauri,17.0,20.0,Mexico City Grand Prix,Mexico,2021,,,0
