Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,1.0,1.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:16.627000,0 days 00:01:20.479945454,3
VER,Red Bull Racing,7.0,2.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:19.184000,0 days 00:01:21.042238095,2
BOT,Mercedes,2.0,3.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:17.665000,0 days 00:01:20.322403508,3
STR,Racing Point,3.0,4.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:18.973000,0 days 00:01:21.346508196,3
ALB,Red Bull Racing,13.0,5.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:19.440000,0 days 00:01:21.788655737,2
VET,Ferrari,5.0,6.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:20.363000,0 days 00:01:21.997426229,2
PER,Racing Point,4.0,7.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:20.090000,0 days 00:01:21.961459016,2
RIC,Renault,11.0,8.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:19.532000,0 days 00:01:21.869389830,2
SAI,McLaren,9.0,9.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:19.457000,0 days 00:01:22.037948275,2
MAG,Haas F1 Team,0.0,10.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:20.477000,0 days 00:01:22.333459016,1
LEC,Ferrari,6.0,11.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:20.821000,0 days 00:01:22.599967741,2
KVY,AlphaTauri,17.0,12.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:20.946000,0 days 00:01:22.446491803,2
NOR,McLaren,8.0,13.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:19.945000,0 days 00:01:22.404483333,2
OCO,Renault,14.0,14.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:20.261000,0 days 00:01:22.378389830,2
RAI,Alfa Romeo Racing,20.0,15.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:20.232000,0 days 00:01:22.388152542,2
GRO,Haas F1 Team,0.0,16.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:20.889000,0 days 00:01:22.805516129,1
GIO,Alfa Romeo Racing,19.0,17.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:20.096000,0 days 00:01:22.011727272,3
RUS,Williams,12.0,18.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:19.984000,0 days 00:01:22.107226415,3
LAT,Williams,15.0,19.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:21.198000,0 days 00:01:23.917595744,5
GAS,AlphaTauri,10.0,20.0,Hungarian Grand Prix,Hungary,2020,0 days 00:01:23.939000,0 days 00:01:26.088300,1
