Driver,Team,Grid,Finishpos,Circuit,Country,Season,FastestLap,AverageTime,pitstops
HAM,Mercedes,1.0,1.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:42.913000,0 days 00:01:45.427290909,2
VER,Red Bull Racing,2.0,2.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:43.345000,0 days 00:01:45.570000,2
VET,Ferrari,3.0,3.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:44.669000,0 days 00:01:46.185818181,2
BOT,Mercedes,4.0,4.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:44.720000,0 days 00:01:46.330472727,2
RAI,Ferrari,5.0,5.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:44.715000,0 days 00:01:46.320527272,2
RIC,Red Bull Racing,6.0,6.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:43.120000,0 days 00:01:46.263400,2
ALO,McLaren,11.0,7.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:43.164000,0 days 00:01:46.955056603,2
SAI,Renault,12.0,8.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:45.211000,0 days 00:01:47.569444444,2
LEC,Sauber,13.0,9.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:45.203000,0 days 00:01:47.832500,2
HUL,Renault,10.0,10.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:46.093000,0 days 00:01:48.029185185,2
ERI,Sauber,14.0,11.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:45.169000,0 days 00:01:48.185811320,2
VAN,McLaren,18.0,12.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:45.555000,0 days 00:01:48.245203703,2
GAS,Toro Rosso,15.0,13.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:46.063000,0 days 00:01:48.290283018,2
STR,Williams,20.0,14.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:46.033000,0 days 00:01:48.444240740,2
GRO,Haas F1 Team,8.0,15.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:45.904000,0 days 00:01:48.294490566,2
PER,Racing Point,7.0,16.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:45.389000,0 days 00:01:47.779700,4
HAR,Toro Rosso,17.0,17.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:44.889000,0 days 00:01:48.286489795,3
MAG,Haas F1 Team,16.0,18.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:41.905000,0 days 00:01:46.910538461,3
SIR,Williams,19.0,19.0,Singapore Grand Prix,Singapore,2018,0 days 00:01:45.902000,0 days 00:01:49.676574468,3
OCO,Racing Point,9.0,20.0,Singapore Grand Prix,Singapore,2018,,,0
